"Order";"Level";"Code";"Parent";"Description"
"1457861";"5";"34664";"3466";"Disinfectants"
"1457862";"5";"34666";"3466";"Hazardous pesticides"
"1457863";"5";"34669";"3466";"Other insecticides, fungicides, herbicides and disinfectants"
"1457864";"3";"347";"34";"Plastics in primary forms"
"1457865";"4";"3471";"347";"Polymers of ethylene, in primary forms"
"1457866";"5";"34710";"3471";"Polymers of ethylene, in primary forms"
"1457867";"4";"3472";"347";"Polymers of styrene, in primary forms"
"1457868";"5";"34720";"3472";"Polymers of styrene, in primary forms"
"1457869";"4";"3473";"347";"Polymers of vinyl chloride or other halogenated olefins, in primary forms"
"1457870";"5";"34730";"3473";"Polymers of vinyl chloride or other halogenated olefins, in primary forms"
"1457871";"4";"3474";"347";"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms"
"1457872";"5";"34740";"3474";"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms"
"1457873";"4";"3479";"347";"Other plastics in primary forms; ion exchangers"
"1457874";"5";"34790";"3479";"Other plastics in primary forms; ion exchangers"
"1457875";"3";"348";"34";"Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural gums, in primary forms or in plates, sheets or strip"
"1457876";"4";"3480";"348";"Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural gums, in primary forms or in plates, sheets or strip"
"1457877";"5";"34800";"3480";"Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural gums, in primary forms or in plates, sheets or strip"
"1457878";"2";"35";"3";"Other chemical products; man-made fibres"
"1457879";"3";"351";"35";"Paints and varnishes and related products; artists' colours; ink"
"1457880";"4";"3511";"351";"Paints and varnishes and related products"
"1457881";"5";"35110";"3511";"Paints and varnishes and related products"
"1457882";"4";"3512";"351";"Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like"
"1457883";"5";"35120";"3512";"Artists', students' or signboard painters' colours, modifying tints, amusement colours and the like"
"1457884";"4";"3513";"351";"Printing ink"
"1457885";"5";"35130";"3513";"Printing ink"
"1457886";"4";"3514";"351";"Writing or drawing ink and other inks"
"1457887";"5";"35140";"3514";"Writing or drawing ink and other inks"
"1457888";"3";"352";"35";"Pharmaceutical products"
"1457889";"4";"3521";"352";"Salicylic acid and its salts and esters"
"1457890";"5";"35210";"3521";"Salicylic acid and its salts and esters"
"1457891";"4";"3522";"352";"Lysine and its esters and salts thereof; glutamic acid and its salts; quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids; acyclic amides and their derivatives and salts thereof; cyclic amides (except ureines) and their derivatives and salts"
"1457892";"5";"35220";"3522";"Lysine and its esters and salts thereof; glutamic acid and its salts; quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids; acyclic amides and their derivatives and salts thereof; cyclic amides (except ureines) and their derivatives and salts"
"1457893";"4";"3523";"352";"Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring, a pyrimidine ring, a piperazine ring, an unfused triazine ring or a phenothiazine ring system not further fused; hydantoin and its derivatives; sulphonamides"
"1457894";"5";"35230";"3523";"Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring, a pyrimidine ring, a piperazine ring, an unfused triazine ring or a phenothiazine ring system not further fused; hydantoin and its derivatives; sulphonamides"
"1457895";"4";"3524";"352";"Sugars, chemically pure n.e.c.; sugar ethers and sugar esters and their salts n.e.c."
"1457896";"5";"35240";"3524";"Sugars, chemically pure n.e.c.; sugar ethers and sugar esters and their salts n.e.c."
"1457897";"4";"3525";"352";"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids and their salts, ethers, esters and other derivatives; antibiotics"
"1457898";"5";"35250";"3525";"Provitamins, vitamins and hormones; glycosides and vegetable alkaloids and their salts, ethers, esters and other derivatives; antibiotics"
"1457899";"4";"3526";"352";"Medicaments, for therapeutic or prophylactic uses"
"1457900";"5";"35260";"3526";"Medicaments, for therapeutic or prophylactic uses"
"1457901";"4";"3527";"352";"Other pharmaceutical products"
"1457902";"5";"35270";"3527";"Other pharmaceutical products"
"1457903";"4";"3529";"352";"Other articles for medical or surgical purposes"
"1457904";"5";"35290";"3529";"Other articles for medical or surgical purposes"
"1457905";"3";"353";"35";"Soap, cleaning preparations, perfumes and toilet preparations"
"1457906";"4";"3531";"353";"Organic surface active agents, except soap"
"1457907";"5";"35310";"3531";"Organic surface active agents, except soap"
"1457908";"4";"3532";"353";"Soap and detergents, perfume and toilet preparations"
"1457909";"5";"35321";"3532";"Soap; organic surface-active products and preparations for use as soap; paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent"
"1457910";"5";"35322";"3532";"Detergents and washing preparations"
"1457911";"5";"35323";"3532";"Perfume and toilet preparations"
"1457912";"4";"3533";"353";"Cleaning and polishing preparations"
"1457913";"5";"35331";"3533";"Preparations for perfuming or deodorizing rooms"
"1457914";"5";"35332";"3533";"Artificial waxes and prepared waxes"
"1457915";"5";"35333";"3533";"Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal"
"1457916";"5";"35334";"3533";"Scouring pastes and powders and other scouring preparations"
"1457917";"3";"354";"35";"Chemical products n.e.c."
"1457918";"4";"3541";"354";"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids; terpenic by-products of the deterpenation of essential oils; mixtures of odoriferous substances of a kind used as raw materials in industry"
"1457919";"5";"35410";"3541";"Essential oils and concentrates, aqueous distillates and aqueous solutions thereof; resinoids; terpenic by-products of the deterpenation of essential oils; mixtures of odoriferous substances of a kind used as raw materials in industry"
"1457920";"4";"3542";"354";"Glues and gelatine, peptones and their derivatives, and related products; caseinates and other casein derivatives; albuminates and other albumin derivatives"
"1457921";"5";"35420";"3542";"Glues and gelatine, peptones and their derivatives, and related products; caseinates and other casein derivatives; albuminates and other albumin derivatives"
"1457922";"4";"3543";"354";"Lubricating preparations and preparations of a kind used for the oil or grease treatment of materials, except of petroleum; prepared additives for mineral oils; prepared liquids for hydraulic transmission, except of petroleum; anti-freezing preparations and prepared de-icing fluids"
"1457923";"5";"35430";"3543";"Lubricating preparations and preparations of a kind used for the oil or grease treatment of materials, except of petroleum; prepared additives for mineral oils; prepared liquids for hydraulic transmission, except of petroleum; anti-freezing preparations and prepared de-icing fluids"
"1457924";"4";"3544";"354";"Modelling pastes; ""dental wax"" or ""dental impression compounds""; other preparations for use in dentistry with a basis of plaster; preparations and charges for fire-extinguishers; charged fire-extinguishing grenades; prepared culture media for development and maintenance of micro-organisms and plant, human or animal cells; composite diagnostic or laboratory reagents n.e.c."
"1457925";"5";"35440";"3544";"Modelling pastes; ""dental wax"" or ""dental impression compounds""; other preparations for use in dentistry with a basis of plaster; preparations and charges for fire-extinguishers; charged fire-extinguishing grenades; prepared culture media for development and maintenance of micro-organisms and plant, human or animal cells; composite diagnostic or laboratory reagents n.e.c."
"1457926";"4";"3545";"354";"Prepared explosives; safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators"
"1457927";"5";"35450";"3545";"Prepared explosives; safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators"
"1457928";"4";"3546";"354";"Pyrotechnic articles"
"1457929";"5";"35460";"3546";"Pyrotechnic articles"
"1457930";"4";"3547";"354";"Chemical elements and compounds doped for use in electronics"
"1457931";"5";"35470";"3547";"Chemical elements and compounds doped for use in electronics"
"1457932";"4";"3549";"354";"Other chemical products"
"1457933";"5";"35491";"3549";"Biodiesel"
"1457934";"5";"35499";"3549";"Other chemical products n.e.c."
"1457935";"3";"355";"35";"Man-made fibres"
"1457936";"4";"3551";"355";"Synthetic filament tow and staple fibres, not carded or combed"
"1457937";"5";"35510";"3551";"Synthetic filament tow and staple fibres, not carded or combed"
"1457938";"4";"3552";"355";"Synthetic filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale"
"1457939";"5";"35520";"3552";"Synthetic filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale"
"1457940";"4";"3553";"355";"Synthetic monofilament and strip"
"1457941";"5";"35530";"3553";"Synthetic monofilament and strip"
"1457942";"4";"3554";"355";"Artificial filament tow and staple fibres, not carded or combed"
"1457943";"5";"35540";"3554";"Artificial filament tow and staple fibres, not carded or combed"
"1457944";"4";"3555";"355";"Artificial filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale"
"1457945";"5";"35550";"3555";"Artificial filament yarn (except sewing thread and multiple or cabled yarn), not put up for retail sale"
"1457946";"4";"3556";"355";"Artificial monofilament and strip"
"1457947";"5";"35560";"3556";"Artificial monofilament and strip"
"1457948";"2";"36";"3";"Rubber and plastics products"
"1457949";"3";"361";"36";"Rubber tyres and tubes"
"1457950";"4";"3611";"361";"New pneumatic tyres, inner tubes, solid or cushion tyres, interchangeable tyre treads, tyre flaps and ""camel-back"", of rubber"
"1457951";"5";"36111";"3611";"New pneumatic tyres, of rubber, of a kind used on motor cars"
"1457952";"5";"36112";"3611";"New pneumatic tyres, of rubber, of a kind used on motorcycles or bicycles"
"1457953";"5";"36113";"3611";"Other new pneumatic tyres, of rubber"
"1457954";"5";"36114";"3611";"Inner tubes, solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber"
"1457955";"5";"36115";"3611";"""Camel-back"" strips for retreading rubber tyres"
"1457956";"4";"3612";"361";"Retreaded pneumatic tyres, of rubber"
"1457957";"5";"36120";"3612";"Retreaded pneumatic tyres, of rubber"
"1457958";"3";"362";"36";"Other rubber products"
"1457959";"4";"3621";"362";"Reclaimed rubber"
"1457960";"5";"36210";"3621";"Reclaimed rubber"
"1457961";"4";"3622";"362";"Unvulcanized compounded rubber, in primary forms or in plates, sheets or strip; unvulcanized rubber in forms other than primary forms or plates, sheets or strip (except ""camel-back"" strips for retreading rubber tyres); articles of unvulcanized rubber; thread, cord, plates, sheets, strip, rods and profile shapes, of vulcanized rubber other than hard rubber"
"1457962";"5";"36220";"3622";"Unvulcanized compounded rubber, in primary forms or in plates, sheets or strip; unvulcanized rubber in forms other than primary forms or plates, sheets or strip (except ""camel-back"" strips for retreading rubber tyres); articles of unvulcanized rubber; thread, cord, plates, sheets, strip, rods and profile shapes, of vulcanized rubber other than hard rubber"
"1457963";"4";"3623";"362";"Tubes, pipes and hoses of vulcanized rubber other than hard rubber"
"1457964";"5";"36230";"3623";"Tubes, pipes and hoses of vulcanized rubber other than hard rubber"
"1457965";"4";"3624";"362";"Conveyor or transmission belts or belting, of vulcanized rubber"
"1457966";"5";"36240";"3624";"Conveyor or transmission belts or belting, of vulcanized rubber"
"1457967";"4";"3625";"362";"Rubberized textile fabrics, except tyre cord fabric"
"1457968";"5";"36250";"3625";"Rubberized textile fabrics, except tyre cord fabric"
"1457969";"4";"3626";"362";"Articles of apparel and clothing accessories (including gloves) of vulcanized rubber other than hard rubber"
"1457970";"5";"36260";"3626";"Articles of apparel and clothing accessories (including gloves) of vulcanized rubber other than hard rubber"
"1457971";"4";"3627";"362";"Articles of vulcanized rubber n.e.c.; hard rubber; articles of hard rubber"
"1457972";"5";"36270";"3627";"Articles of vulcanized rubber n.e.c.; hard rubber; articles of hard rubber"
"1457973";"3";"363";"36";"Semi-manufactures of plastics"
"1457974";"4";"3631";"363";"Monofilament of which any cross-sectional dimension exceeds 1 mm, rods, sticks and profile shapes, of plastics"
"1457975";"5";"36310";"3631";"Monofilament of which any cross-sectional dimension exceeds 1 mm, rods, sticks and profile shapes, of plastics"
"1457976";"4";"3632";"363";"Tubes, pipes and hoses, and fittings therefor, of plastics"
"1457977";"5";"36320";"3632";"Tubes, pipes and hoses, and fittings therefor, of plastics"
"1457978";"4";"3633";"363";"Plates, sheets, film, foil and strip, of plastics, not self-adhesive, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
"1457979";"5";"36330";"3633";"Plates, sheets, film, foil and strip, of plastics, not self-adhesive, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
"1457980";"4";"3639";"363";"Other plates, sheets, film, foil and strip, of plastics"
"1457981";"5";"36390";"3639";"Other plates, sheets, film, foil and strip, of plastics"
"1457982";"3";"364";"36";"Packaging products of plastics"
"1457983";"4";"3641";"364";"Sacks and bags, of plastics"
"1457984";"5";"36410";"3641";"Sacks and bags, of plastics"
"1457985";"4";"3649";"364";"Other articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics"
"1457986";"5";"36490";"3649";"Other articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics"
"1457987";"3";"369";"36";"Other plastics products"
"1457988";"4";"3691";"369";"Floor coverings of plastics, in rolls or in the form of tiles; wall or ceiling coverings of plastics"
"1457989";"5";"36910";"3691";"Floor coverings of plastics, in rolls or in the form of tiles; wall or ceiling coverings of plastics"
"1457990";"4";"3692";"369";"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics"
"1457991";"5";"36920";"3692";"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics"
"1457992";"4";"3693";"369";"Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics"
"1457993";"5";"36930";"3693";"Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics"
"1457994";"4";"3694";"369";"Tableware, kitchenware, other household articles and toilet articles, of plastics"
"1457995";"5";"36940";"3694";"Tableware, kitchenware, other household articles and toilet articles, of plastics"
"1457996";"4";"3695";"369";"Builders' ware of plastics n.e.c."
"1457997";"5";"36950";"3695";"Builders' ware of plastics n.e.c."
"1457998";"4";"3696";"369";"Parts n.e.c. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of plastics"
"1457999";"5";"36960";"3696";"Parts n.e.c. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of plastics"
"1458000";"4";"3697";"369";"Safety headgear; other headgear of rubber or plastics"
"1458001";"5";"36971";"3697";"Safety headgear"
"1458002";"5";"36972";"3697";"Other headgear of rubber or plastics"
"1458003";"4";"3698";"369";"Electrical insulating fittings of plastics"
"1458004";"5";"36980";"3698";"Electrical insulating fittings of plastics"
"1458005";"4";"3699";"369";"Articles of plastics n.e.c."
"1458006";"5";"36990";"3699";"Articles of plastics n.e.c."
"1458007";"2";"37";"3";"Glass and glass products and other non-metallic products n.e.c."
"1458008";"3";"371";"37";"Glass and glass products"
"1458009";"4";"3711";"371";"Unworked glass, flat glass and pressed or moulded glass for construction; glass mirrors"
"1458010";"5";"37111";"3711";"Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass"
"1458011";"5";"37112";"3711";"Unworked cast, rolled, drawn or blown glass, in sheets"
"1458012";"5";"37113";"3711";"Float glass and surface ground or polished glass, in sheets"
"1458013";"5";"37114";"3711";"Glass in sheets, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed, etc."
"1458014";"5";"37115";"3711";"Safety glass"
"1458015";"5";"37116";"3711";"Glass mirrors; multiple walled insulating units of glass"
"1458016";"5";"37117";"3711";"Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms"
"1458017";"4";"3712";"371";"Glass fibres and articles thereof, except woven fabrics"
"1458018";"5";"37121";"3712";"Slivers, rovings, yarn and chopped strands, of glass"
"1458019";"5";"37129";"3712";"Voiles, webs, mats, mattresses, boards and other articles of glass fibres, except woven fabrics"
"1458020";"4";"3719";"371";"Other glass articles"
"1458021";"5";"37191";"3719";"Bottles, jars, phials and other containers, of glass, of a kind used for the conveyance or packing of goods, except ampoules; stoppers, lids and other closures, of glass"
"1458022";"5";"37192";"3719";"Glass envelopes, open, and glass parts thereof, for electric lamps, cathode-ray tubes or the like"
"1458023";"5";"37193";"3719";"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (except bottles, jars and the like, of glass, and ornaments of lamp-worked glass)"
"1458024";"5";"37194";"3719";"Clock or watch glasses and similar glasses; glasses for spectacles, not optically worked; hollow glass spheres and their segments for the manufacture of such glasses"
"1458025";"5";"37195";"3719";"Laboratory, hygienic or pharmaceutical glassware; ampoules of glass"
"1458026";"5";"37196";"3719";"Parts n.e.c. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of glass"
"1458027";"5";"37197";"3719";"Electrical insulators of glass"
"1458028";"5";"37199";"3719";"Articles of glass n.e.c. (including glass inners for vacuum flasks, signalling glassware, glass cubes for mosaics, glass beads, glass microspheres and ornaments of lamp-worked glass)"
"1458029";"3";"372";"37";"Non-structural ceramic ware"
"1458030";"4";"3721";"372";"Ceramic sinks, baths, water closet pans, flushing cisterns and similar sanitary fixtures"
"1458031";"5";"37210";"3721";"Ceramic sinks, baths, water closet pans, flushing cisterns and similar sanitary fixtures"
"1458032";"4";"3722";"372";"Ceramic household and ornamental articles"
"1458033";"5";"37221";"3722";"Ceramic tableware, kitchenware, other household articles and toilet articles"
"1458034";"5";"37222";"3722";"Statuettes and other ornamental ceramic articles"
"1458035";"4";"3729";"372";"Other non-structural ceramic wares"
"1458036";"5";"37291";"3729";"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods"
"1458037";"5";"37292";"3729";"Electrical insulators of ceramics; insulating fittings, for electrical machines, appliances or equipment, of ceramics"
"1458038";"5";"37299";"3729";"Other non-structural ceramic articles n.e.c."
"1458039";"3";"373";"37";"Refractory products and structural non-refractory clay products"
"1458040";"4";"3731";"373";"Bricks, blocks, tiles and other ceramic goods of siliceous earths"
"1458041";"5";"37310";"3731";"Bricks, blocks, tiles and other ceramic goods of siliceous earths"
"1458042";"4";"3732";"373";"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous earths"
"1458043";"5";"37320";"3732";"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous earths"
"1458044";"4";"3733";"373";"Refractory cements, mortars, concretes and similar compositions n.e.c."
"1458045";"5";"37330";"3733";"Refractory cements, mortars, concretes and similar compositions n.e.c."
"1458046";"4";"3734";"373";"Unfired refractory products; other refractory ceramic goods"
"1458047";"5";"37340";"3734";"Unfired refractory products; other refractory ceramic goods"
"1458048";"4";"3735";"373";"Non-refractory ceramic building bricks, flooring blocks, support or filler tiles, roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic construction goods"
"1458049";"5";"37350";"3735";"Non-refractory ceramic building bricks, flooring blocks, support or filler tiles, roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic construction goods"
"1458050";"4";"3736";"373";"Non-refractory ceramic pipes, conduits, guttering and pipe fittings"
"1458051";"5";"37360";"3736";"Non-refractory ceramic pipes, conduits, guttering and pipe fittings"
"1458052";"4";"3737";"373";"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like"
"1458053";"5";"37370";"3737";"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like"
"1458054";"3";"374";"37";"Plaster, lime and cement"
"1458055";"4";"3741";"374";"Plasters"
"1458056";"5";"37410";"3741";"Plasters"
"1458057";"4";"3742";"374";"Quicklime, slaked lime and hydraulic lime"
"1458058";"5";"37420";"3742";"Quicklime, slaked lime and hydraulic lime"
"1458059";"4";"3743";"374";"Cement clinkers"
"1458060";"5";"37430";"3743";"Cement clinkers"
"1458061";"4";"3744";"374";"Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers"
"1458062";"5";"37440";"3744";"Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers"
"1458063";"4";"3745";"374";"Calcinated or agglomerated dolomite"
"1458064";"5";"37450";"3745";"Calcinated or agglomerated dolomite"
"1458065";"3";"375";"37";"Articles of concrete, cement and plaster"
"1458066";"4";"3751";"375";"Non-refractory mortars and concretes"
"1458067";"5";"37510";"3751";"Non-refractory mortars and concretes"
"1458068";"4";"3752";"375";"Boards, blocks and similar articles of vegetable fibre, straw or wood waste agglomerated with mineral binders"
"1458069";"5";"37520";"3752";"Boards, blocks and similar articles of vegetable fibre, straw or wood waste agglomerated with mineral binders"
"1458070";"4";"3753";"375";"Articles of plaster or of compositions based on plaster"
"1458071";"5";"37530";"3753";"Articles of plaster or of compositions based on plaster"
"1458072";"4";"3754";"375";"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone"
"1458073";"5";"37540";"3754";"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone"
"1458074";"4";"3755";"375";"Prefabricated structural components for building or civil engineering, of cement, concrete or artificial stone"
"1458075";"5";"37550";"3755";"Prefabricated structural components for building or civil engineering, of cement, concrete or artificial stone"
"1458076";"4";"3756";"375";"Other articles of cement, concrete or artificial stone"
"1458077";"5";"37560";"3756";"Other articles of cement, concrete or artificial stone"
"1458078";"4";"3757";"375";"Articles of asbestos-cement, cellulose fibre-cement or the like"
"1458079";"5";"37570";"3757";"Articles of asbestos-cement, cellulose fibre-cement or the like"
"1458080";"3";"376";"37";"Monumental or building stone and articles thereof"
"1458081";"4";"3761";"376";"Marble, travertine and alabaster, worked, and articles thereof (except setts, curbstones, flagstones, tiles, cubes and similar articles); artificially coloured granules, chippings and powder of marble, travertine and alabaster"
"1458082";"5";"37610";"3761";"Marble, travertine and alabaster, worked, and articles thereof (except setts, curbstones, flagstones, tiles, cubes and similar articles); artificially coloured granules, chippings and powder of marble, travertine and alabaster"
"1458083";"4";"3769";"376";"Other worked monumental or building stone and articles thereof; other artificially coloured granules, chippings and powder of natural stone; articles of agglomerated slate"
"1458084";"5";"37690";"3769";"Other worked monumental or building stone and articles thereof; other artificially coloured granules, chippings and powder of natural stone; articles of agglomerated slate"
"1458085";"3";"379";"37";"Other non-metallic mineral products n.e.c."
"1458086";"4";"3791";"379";"Millstones, grindstones, grinding wheels and the like, without frameworks, for working stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics; natural or artificial abrasive powder or grain, on a base of textile, paper or other material"
"1458087";"5";"37910";"3791";"Millstones, grindstones, grinding wheels and the like, without frameworks, for working stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics; natural or artificial abrasive powder or grain, on a base of textile, paper or other material"
"1458088";"4";"3792";"379";"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures, or of asbestos"
"1458089";"5";"37920";"3792";"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures, or of asbestos"
"1458090";"4";"3793";"379";"Articles of asphalt or of similar material"
"1458091";"5";"37930";"3793";"Articles of asphalt or of similar material"
"1458092";"4";"3794";"379";"Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related substances as a binder"
"1458093";"5";"37940";"3794";"Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related substances as a binder"
"1458094";"4";"3795";"379";"Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of semi-manufactures"
"1458095";"5";"37950";"3795";"Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of semi-manufactures"
"1458096";"4";"3796";"379";"Artificial corundum"
"1458097";"5";"37960";"3796";"Artificial corundum"
"1458098";"4";"3799";"379";"Non-metallic mineral products n.e.c. (including mineral wool, expanded mineral materials, worked mica, articles of mica, non-electrical articles of graphite or other carbon and articles of peat)"
"1458099";"5";"37990";"3799";"Non-metallic mineral products n.e.c. (including mineral wool, expanded mineral materials, worked mica, articles of mica, non-electrical articles of graphite or other carbon and articles of peat)"
"1458100";"2";"38";"3";"Furniture; other transportable goods n.e.c."
"1458101";"3";"381";"38";"Furniture"
"1458102";"4";"3811";"381";"Seats"
"1458103";"5";"38111";"3811";"Seats, primarily with metal frames"
"1458104";"5";"38112";"3811";"Seats, primarily with wooden frames"
"1458105";"5";"38119";"3811";"Other seats"
"1458106";"4";"3812";"381";"Other furniture, of a kind used in offices"
"1458107";"5";"38121";"3812";"Other metal furniture, of a kind used in offices"
"1458108";"5";"38122";"3812";"Other wooden furniture, of a kind used in offices"
"1458109";"4";"3813";"381";"Other wooden furniture, of a kind used in the kitchen"
"1458110";"5";"38130";"3813";"Other wooden furniture, of a kind used in the kitchen"
"1458111";"4";"3814";"381";"Other furniture n.e.c."
"1458112";"5";"38140";"3814";"Other furniture n.e.c."
"1458113";"4";"3815";"381";"Mattress supports; mattresses, fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered"
"1458114";"5";"38150";"3815";"Mattress supports; mattresses, fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered"
"1458115";"4";"3816";"381";"Parts of furniture"
"1458116";"5";"38160";"3816";"Parts of furniture"
"1458117";"3";"382";"38";"Jewellery and related articles"
"1458118";"4";"3821";"382";"Pearls, natural or cultured and unworked"
"1458119";"5";"38210";"3821";"Pearls, natural or cultured and unworked"
"1458120";"4";"3822";"382";"Cultured pearls, precious or semi-precious stones, and synthetic or reconstructed precious or semi-precious stones (except industrial diamonds and piezo-electric quartz), worked (except simply sawn, cleaved, bruted or roughly shaped), but not strung, mounted or set"
"1458121";"5";"38220";"3822";"Cultured pearls, precious or semi-precious stones, and synthetic or reconstructed precious or semi-precious stones (except industrial diamonds and piezo-electric quartz), worked (except simply sawn, cleaved, bruted or roughly shaped), but not strung, mounted or set"
"1458122";"4";"3823";"382";"Industrial diamonds, worked; dust and powder of natural or synthetic precious or semi-precious stones"
"1458123";"5";"38230";"3823";"Industrial diamonds, worked; dust and powder of natural or synthetic precious or semi-precious stones"
"1458124";"4";"3824";"382";"Jewellery and other articles of precious metal or of metal clad with precious metal; articles of natural or cultured pearls or precious or semi-precious stones (natural, synthetic or reconstructed)"
"1458125";"5";"38240";"3824";"Jewellery and other articles of precious metal or of metal clad with precious metal; articles of natural or cultured pearls or precious or semi-precious stones (natural, synthetic or reconstructed)"
"1458126";"4";"3825";"382";"Coin"
"1458127";"5";"38250";"3825";"Coin"
"1458128";"3";"383";"38";"Musical instruments"
"1458129";"4";"3831";"383";"Pianos and other keyboard stringed musical instruments"
"1458130";"5";"38310";"3831";"Pianos and other keyboard stringed musical instruments"
"1458131";"4";"3832";"383";"Other string musical instruments"
"1458132";"5";"38320";"3832";"Other string musical instruments"
"1458133";"4";"3833";"383";"Wind musical instruments (including pipe organs, accordians and brass-wind instruments)"
"1458134";"5";"38330";"3833";"Wind musical instruments (including pipe organs, accordians and brass-wind instruments)"
"1458135";"4";"3834";"383";"Musical instruments, the sound of which is produced, or must be amplified, electrically"
"1458136";"5";"38340";"3834";"Musical instruments, the sound of which is produced, or must be amplified, electrically"
"1458137";"4";"3835";"383";"Other musical instruments (including percussion instruments, musical boxes and fairground organs); decoy calls; whistles, call horns and other mouth-blown sound signalling instruments"
"1458138";"5";"38350";"3835";"Other musical instruments (including percussion instruments, musical boxes and fairground organs); decoy calls; whistles, call horns and other mouth-blown sound signalling instruments"
"1458139";"4";"3836";"383";"Parts and accessories of musical instruments; metronomes, tuning forks and pitch pipes"
"1458140";"5";"38360";"3836";"Parts and accessories of musical instruments; metronomes, tuning forks and pitch pipes"
"1458141";"3";"384";"38";"Sports goods"
"1458142";"4";"3841";"384";"Snow-skis and other snow-ski equipment; ice-skates and roller-skates"
"1458143";"5";"38410";"3841";"Snow-skis and other snow-ski equipment; ice-skates and roller-skates"
"1458144";"4";"3842";"384";"Water-skis, surf-boards, sailboards and other water-sport equipment"
"1458145";"5";"38420";"3842";"Water-skis, surf-boards, sailboards and other water-sport equipment"
"1458146";"4";"3843";"384";"Gymnasium or athletics articles and equipment"
