"Order";"Level";"Code";"Parent";"Description";"This item includes";"This item also includes";"Rulings";"This item excludes"
"1212206";"5";"38.21.4";"38.21";"Ashes and residues from waste incineration";;;;
"1212207";"6";"38.21.40";"38.21.4";"Ashes and residues from waste incineration";;;;
"1212208";"5";"38.21.5";"38.21";"Pellets of municipal waste";;;;
"1212209";"6";"38.21.50";"38.21.5";"Pellets of municipal waste";;;;
"1212210";"4";"38.22";"38.2";"Treatment and disposal services of hazardous waste";;;;
"1212211";"5";"38.22.1";"38.22";"Nuclear and other hazardous waste treatment services";;;;
"1212212";"6";"38.22.11";"38.22.1";"Nuclear waste treatment services";;;;
"1212213";"6";"38.22.19";"38.22.1";"Other hazardous waste treatment services";;;;
"1212214";"5";"38.22.2";"38.22";"Nuclear and other hazardous waste disposal services";;;;
"1212215";"6";"38.22.21";"38.22.2";"Nuclear waste disposal services";;;;
"1212216";"6";"38.22.29";"38.22.2";"Other hazardous waste disposal services";;;;
"1212217";"3";"38.3";"38";"Materials recovery services; secondary raw materials";;;;
"1212218";"4";"38.31";"38.3";"Dismantling services of wrecks";;;;
"1212219";"5";"38.31.1";"38.31";"Dismantling services of wrecks";;;;
"1212220";"6";"38.31.11";"38.31.1";"Shipbreaking services";;;;
"1212221";"6";"38.31.12";"38.31.1";"Dismantling services of used automobiles, computers, televisions and other equipment";;;;
"1212222";"4";"38.32";"38.3";"Sorted materials recovery services; secondary raw materials";;;;
"1212223";"5";"38.32.1";"38.32";"Sorted materials recovery services";;;;
"1212224";"6";"38.32.11";"38.32.1";"Sorted metal materials recovery services";;;;
"1212225";"6";"38.32.12";"38.32.1";"Sorted non-metal materials recovery services";;;;
"1212226";"6";"38.32.13";"38.32.1";"Briquettes n.e.c. (produced from several different industrial
wastes etc.)";;;;
"1212227";"5";"38.32.2";"38.32";"Metal secondary raw materials";;;;
"1212228";"6";"38.32.21";"38.32.2";"Secondary raw material of precious metals";;;;
"1212229";"6";"38.32.22";"38.32.2";"Secondary raw material of ferrous metals";;;;
"1212230";"6";"38.32.23";"38.32.2";"Secondary raw material of copper";;;;
"1212231";"6";"38.32.24";"38.32.2";"Secondary raw material of nickel";;;;
"1212232";"6";"38.32.25";"38.32.2";"Secondary raw material of aluminium";;;;
"1212233";"6";"38.32.29";"38.32.2";"Other metal secondary raw materials";;;;
"1212234";"5";"38.32.3";"38.32";"Non-metal secondary raw materials";;;;
"1212235";"6";"38.32.31";"38.32.3";"Secondary raw material of glass";;;;
"1212236";"6";"38.32.32";"38.32.3";"Secondary raw material of paper and paperboard";;;;
"1212237";"6";"38.32.33";"38.32.3";"Secondary raw material of plastic";;;;
"1212238";"6";"38.32.34";"38.32.3";"Secondary raw material of rubber";;;;
"1212239";"6";"38.32.35";"38.32.3";"Secondary raw material of textile";;;;
"1212240";"6";"38.32.39";"38.32.3";"Other non-metal secondary raw materials";;;;
"1212241";"2";"39";"E";"Remediation services and other waste management services";;;;
"1212242";"3";"39.0";"39";"Remediation services and other waste management services";;;;
"1212243";"4";"39.00";"39.0";"Remediation services and other waste management services";;;;
"1212244";"5";"39.00.1";"39.00";"Remediation and clean-up services";;;;
"1212245";"6";"39.00.11";"39.00.1";"Remediation and clean-up services, soil and groundwater";;;;
"1212246";"6";"39.00.12";"39.00.1";"Remediation and clean-up services, surface water";;;;
"1212247";"6";"39.00.13";"39.00.1";"Remediation and clean-up services, air";;;;
"1212248";"6";"39.00.14";"39.00.1";"Building remediation services";;;;
"1212249";"5";"39.00.2";"39.00";"Other remediation and specialised pollution control services";;;;
"1212250";"6";"39.00.21";"39.00.2";"Site remediation containment, control and monitoring services and other site remediation services";;;;
"1212251";"6";"39.00.22";"39.00.2";"Other remediation services";;;;
"1212252";"6";"39.00.23";"39.00.2";"Other specialised pollution control services";;;;
"1212253";"1";"F";;"CONSTRUCTIONS AND CONSTRUCTION WORKS";;;;
"1212254";"2";"41";"F";"Buildings and building construction works";;;;
"1212255";"3";"41.0";"41";"Buildings and building construction works";;;;
"1212256";"4";"41.00";"41.0";"Buildings and building construction works";;;;
"1212257";"5";"41.00.1";"41.00";"Residential buildings";;;;
"1212258";"6";"41.00.11";"41.00.1";"One-dwelling buildings";;;;
"1212259";"6";"41.00.12";"41.00.1";"Two-dwelling buildings";;;;
"1212260";"6";"41.00.13";"41.00.1";"Three and more dwelling buildings";;;;
"1212261";"6";"41.00.14";"41.00.1";"Residences for communities";;;;
"1212262";"5";"41.00.2";"41.00";"Non-residential buildings";;;;
"1212263";"6";"41.00.21";"41.00.2";"Industrial buildings";;;;
"1212264";"6";"41.00.22";"41.00.2";"Farm buildings, non-residential";;;;
"1212265";"6";"41.00.23";"41.00.2";"Office buildings";;;;
"1212266";"6";"41.00.24";"41.00.2";"Wholesale and retail trade buildings";;;;
"1212267";"6";"41.00.25";"41.00.2";"Traffic and communication buildings";;;;
"1212268";"6";"41.00.26";"41.00.2";"Reservoirs, silos and warehouses";;;;
"1212269";"6";"41.00.27";"41.00.2";"Hotels and similar buildings";;;;
"1212270";"6";"41.00.28";"41.00.2";"Public entertainment, education, hospital, institutional care or religious buildings";;;;
"1212271";"6";"41.00.29";"41.00.2";"Other non-residential buildings";;;;
"1212272";"5";"41.00.3";"41.00";"Construction works for residential buildings (new works, additions, alterations and renovation works)";;;;
"1212273";"6";"41.00.31";"41.00.3";"Construction works in one-dwelling buildings";;;;
"1212274";"6";"41.00.32";"41.00.3";"Construction works in two-dwelling buildings";;;;
"1212275";"6";"41.00.33";"41.00.3";"Construction works in three and more dwelling buildings";;;;
"1212276";"6";"41.00.34";"41.00.3";"Construction works in residences for communities";;;;
"1212277";"5";"41.00.4";"41.00";"Construction works for non-residential buildings (new works, additions, alterations and renovation works)";;;;
"1212278";"6";"41.00.41";"41.00.4";"Construction works in industrial buildings";;;;
"1212279";"6";"41.00.42";"41.00.4";"Construction works in non-residential farm buildings";;;;
"1212280";"6";"41.00.43";"41.00.4";"Construction works in office buildings";;;;
"1212281";"6";"41.00.44";"41.00.4";"Construction works in wholesale and retail trade buildings";;;;
"1212282";"6";"41.00.45";"41.00.4";"Construction works in traffic and communication buildings";;;;
"1212283";"6";"41.00.46";"41.00.4";"Construction works in reservoirs, silos and warehouses";;;;
"1212284";"6";"41.00.47";"41.00.4";"Construction works in hotels and similar buildings";;;;
"1212285";"6";"41.00.48";"41.00.4";"Construction works in public entertainment, education, hospital, institutional care or religious buildings";;;;
"1212286";"6";"41.00.49";"41.00.4";"Construction works on other non-residential buildings";;;;
"1212287";"2";"42";"F";"Constructions and construction works for civil engineering";;;;
"1212288";"3";"42.1";"42";"Roads and railways; construction works for roads and railways";;;;
"1212289";"4";"42.11";"42.1";"Roads and motorways; construction works for roads and motorways";;;;
"1212290";"5";"42.11.1";"42.11";"Motorways, roads, streets and other vehicular or pedestrian ways and airfield runways";;;;
"1212291";"6";"42.11.10";"42.11.1";"Motorways, roads, streets and other vehicular or pedestrian ways and airfield runways";;;;
"1212292";"5";"42.11.2";"42.11";"Construction works for motorways, roads, streets and other vehicular or pedestrian ways and airfield runways";;;;
"1212293";"6";"42.11.20";"42.11.2";"Construction works for motorways, roads, streets and other vehicular or pedestrian ways and airfield runways";;;;
"1212294";"4";"42.12";"42.1";"Railways and underground railways; construction works for railways and underground railways";;;;
"1212295";"5";"42.12.1";"42.12";"Railways and underground railways";;;;
"1212296";"6";"42.12.10";"42.12.1";"Railways and underground railways";;;;
"1212297";"5";"42.12.2";"42.12";"Construction works for railways and underground railways";;;;
"1212298";"6";"42.12.20";"42.12.2";"Construction works for railways and underground railways";;;;
"1212299";"4";"42.13";"42.1";"Bridges and tunnels; construction works for bridges and tunnels";;;;
"1212300";"5";"42.13.1";"42.13";"Bridges and tunnels";;;;
"1212301";"6";"42.13.10";"42.13.1";"Bridges and tunnels";;;;
"1212302";"5";"42.13.2";"42.13";"Construction works for bridges and tunnels";;;;
"1212303";"6";"42.13.20";"42.13.2";"Construction works for bridges and tunnels";;;;
"1212304";"3";"42.2";"42";"Constructions and construction works for utility projects";;;;
"1212305";"4";"42.21";"42.2";"Constructions and construction works for utility projects for fluids";;;;
"1212306";"5";"42.21.1";"42.21";"Utility constructions for fluids";;;;
"1212307";"6";"42.21.11";"42.21.1";"Long-distance pipelines for fluids";;;;
"1212308";"6";"42.21.12";"42.21.1";"Local pipelines for fluids";;;;
"1212309";"6";"42.21.13";"42.21.1";"Irrigation systems (canals); water main and line constructions; water treatment plants, sewage disposal plants and pumping stations";;;;
"1212310";"5";"42.21.2";"42.21";"Construction works for utility projects for fluids";;;;
"1212311";"6";"42.21.21";"42.21.2";"Construction works for long-distance pipelines";;;;
"1212312";"6";"42.21.22";"42.21.2";"Construction works for local pipelines, including ancillary works";;;;
"1212313";"6";"42.21.23";"42.21.2";"Construction works for irrigation systems (canals), water mains and lines, water treatment plants, sewage disposal plants and pumping stations";;;;
"1212314";"6";"42.21.24";"42.21.2";"Water well drilling and septic system installation works";;;;
"1212315";"4";"42.22";"42.2";"Constructions and construction works for utility projects for electricity and telecommunications";;;;
"1212316";"5";"42.22.1";"42.22";"Utility constructions for electricity and telecommunications";;;;
"1212317";"6";"42.22.11";"42.22.1";"Long-distance electricity power lines and communication lines";;;;
"1212318";"6";"42.22.12";"42.22.1";"Local electricity power lines and communication lines";;;;
"1212319";"6";"42.22.13";"42.22.1";"Power plants";;;;
"1212320";"5";"42.22.2";"42.22";"Construction works for utility projects for electricity and telecommunications";;;;
"1212321";"6";"42.22.21";"42.22.2";"Construction works for long-distance electricity power lines and communication lines";;;;
"1212322";"6";"42.22.22";"42.22.2";"Construction works for local electricity power lines and communication lines";;;;
"1212323";"6";"42.22.23";"42.22.2";"Construction works for power plants";;;;
"1212324";"3";"42.9";"42";"Constructions and construction works for other civil engineering projects";;;;
"1212325";"4";"42.91";"42.9";"Constructions and construction works for water projects";;;;
"1212326";"5";"42.91.1";"42.91";"Coastal and port constructions, dams, locks and related hydro-mechanical structures";;;;
"1212327";"6";"42.91.10";"42.91.1";"Coastal and port constructions, dams, locks and related hydro-mechanical structures";;;;
"1212328";"5";"42.91.2";"42.91";"Construction works for coastal and port constructions, dams, locks and related hydro-mechanical structures";;;;
"1212329";"6";"42.91.20";"42.91.2";"Construction works for coastal and port constructions, dams, locks and related hydro-mechanical structures";;;;
"1212330";"4";"42.99";"42.9";"Constructions and construction works for other civil engineering projects n.e.c.";;;;
"1212331";"5";"42.99.1";"42.99";"Other civil engineering constructions";;;;
"1212332";"6";"42.99.11";"42.99.1";"Mining and manufacturing constructions";;;;
"1212333";"6";"42.99.12";"42.99.1";"Sport and recreation constructions";;;;
"1212334";"6";"42.99.19";"42.99.1";"Other civil engineering constructions n.e.c.";;;;
"1212335";"5";"42.99.2";"42.99";"Construction works for other civil engineering constructions";;;;
"1212336";"6";"42.99.21";"42.99.2";"Construction works for mining and manufacturing";;;;
"1212337";"6";"42.99.22";"42.99.2";"Construction works for structures of outdoor stadia and sport grounds";;;;
"1212338";"6";"42.99.29";"42.99.2";"Construction works for civil engineering constructions n.e.c.";;;;
"1212339";"2";"43";"F";"Specialised construction works";;;;
"1212340";"3";"43.1";"43";"Demolition and site preparation works";;;;
"1212341";"4";"43.11";"43.1";"Demolition works";;;;
"1212342";"5";"43.11.1";"43.11";"Demolition works";;;;
"1212343";"6";"43.11.10";"43.11.1";"Demolition works";;;;
"1212344";"4";"43.12";"43.1";"Site preparation works";;;;
"1212345";"5";"43.12.1";"43.12";"Site preparation works";;;;
"1212346";"6";"43.12.11";"43.12.1";"Soil and land preparation works; clearance works";;;;
"1212347";"6";"43.12.12";"43.12.1";"Excavating and earthmoving works";;;;
"1212348";"4";"43.13";"43.1";"Test drilling and boring works";;;;
"1212349";"5";"43.13.1";"43.13";"Test drilling and boring works";;;;
"1212350";"6";"43.13.10";"43.13.1";"Test drilling and boring works";;;;
"1212351";"3";"43.2";"43";"Electrical, plumbing and other construction installation works";;;;
"1212352";"4";"43.21";"43.2";"Electrical installation works";;;;
"1212353";"5";"43.21.1";"43.21";"Electrical installation works";;;;
"1212354";"6";"43.21.10";"43.21.1";"Electrical installation works";;;;
"1212355";"4";"43.22";"43.2";"Plumbing, heat and air-conditioning installation works";;;;
"1212356";"5";"43.22.1";"43.22";"Water plumbing, drain laying, heating, ventilation and air conditioning installation works";;;;
"1212357";"6";"43.22.11";"43.22.1";"Water plumbing and drain laying works";;;;
"1212358";"6";"43.22.12";"43.22.1";"Heating, ventilation and air conditioning installation works";;;;
"1212359";"5";"43.22.2";"43.22";"Gas fitting installation works";;;;
"1212360";"6";"43.22.20";"43.22.2";"Gas fitting installation works";;;;
"1212361";"4";"43.29";"43.2";"Other construction installation works";;;;
"1212362";"5";"43.29.1";"43.29";"Other construction installation works";;;;
"1212363";"6";"43.29.11";"43.29.1";"Insulation works";;;;
"1212364";"6";"43.29.12";"43.29.1";"Fencing and railing installation works";;;;
"1212365";"6";"43.29.19";"43.29.1";"Other installation works n.e.c.";;;;
"1212366";"3";"43.3";"43";"Building completion and finishing works";;;;
"1212367";"4";"43.31";"43.3";"Plastering works";;;;
"1212368";"5";"43.31.1";"43.31";"Plastering works";;;;
"1212369";"6";"43.31.10";"43.31.1";"Plastering works";;;;
"1212370";"4";"43.32";"43.3";"Joinery installation works";;;;
"1212371";"5";"43.32.1";"43.32";"Joinery installation works";;;;
"1212372";"6";"43.32.10";"43.32.1";"Joinery installation works";;;;
"1212373";"4";"43.33";"43.3";"Floor and wall covering works";;;;
"1212374";"5";"43.33.1";"43.33";"Tiling works";;;;
"1212375";"6";"43.33.10";"43.33.1";"Tiling works";;;;
"1212376";"5";"43.33.2";"43.33";"Other floor laying and covering, wall covering and wallpapering works";;;;
"1212377";"6";"43.33.21";"43.33.2";"Terrazzo, marble, granite and slate works";;;;
"1212378";"6";"43.33.29";"43.33.2";"Other floor laying and covering, wall covering and wallpapering works n.e.c.";;;;
"1212379";"4";"43.34";"43.3";"Painting and glazing works";;;;
"1212380";"5";"43.34.1";"43.34";"Painting works";;;;
"1212381";"6";"43.34.10";"43.34.1";"Painting works";;;;
