"Order";"Level";"Code";"Parent";"Description"
"682409";"4";"2715";"271";"Sacks and bags, of a kind used for the packing of goods"
"682410";"5";"27150";"2715";"Sacks and bags, of a kind used for the packing of goods"
"682411";"4";"2716";"271";"Tarpaulins, sails for boats etc., awnings, sunblinds, tents and camping goods (including pneumatic mattresses)"
"682412";"5";"27160";"2716";"Tarpaulins, sails for boats etc., awnings, sunblinds, tents and camping goods (including pneumatic mattresses)"
"682413";"4";"2717";"271";"Parachutes"
"682414";"5";"27170";"2717";"Parachutes"
"682415";"4";"2718";"271";"Quilts, eiderdowns, cushions, pouffes, pillows, sleeping bags and the like, fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics"
"682416";"5";"27180";"2718";"Quilts, eiderdowns, cushions, pouffes, pillows, sleeping bags and the like, fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics"
"682417";"4";"2719";"271";"Other made-up textile articles (including floor-cloths, dish-cloths, dusters and similar cleaning cloths, life-jackets and life-belts)"
"682418";"5";"27190";"2719";"Other made-up textile articles (including floor-cloths, dish-cloths, dusters and similar cleaning cloths, life-jackets and life-belts)"
"682419";"3";"272";"27";"Carpets and other textile floor coverings"
"682420";"4";"2721";"272";"Carpets and other textile floor coverings, knotted"
"682421";"5";"27210";"2721";"Carpets and other textile floor coverings, knotted"
"682422";"4";"2722";"272";"Carpets and other textile floor coverings, woven, not tufted or flocked"
"682423";"5";"27220";"2722";"Carpets and other textile floor coverings, woven, not tufted or flocked"
"682424";"4";"2723";"272";"Carpets and other textile floor coverings, tufted"
"682425";"5";"27230";"2723";"Carpets and other textile floor coverings, tufted"
"682426";"4";"2729";"272";"Other carpets and textile floor coverings (including those of felt)"
"682427";"5";"27290";"2729";"Other carpets and textile floor coverings (including those of felt)"
"682428";"3";"273";"27";"Twine, cordage, ropes and cables and articles thereof (including netting)"
"682429";"4";"2731";"273";"Twine, cordage, rope and cables"
"682430";"5";"27310";"2731";"Twine, cordage, rope and cables"
"682431";"4";"2732";"273";"Knotted netting of twine, cordage or rope; made up nets of textile materials; articles of yarn, strip, twine, cordage, rope or cables n.e.c."
"682432";"5";"27320";"2732";"Knotted netting of twine, cordage or rope; made up nets of textile materials; articles of yarn, strip, twine, cordage, rope or cables n.e.c."
"682433";"3";"279";"27";"Textiles n.e.c."
"682434";"4";"2791";"279";"Tulles, lace, narrow woven fabrics, trimmings and embroidery"
"682435";"5";"27911";"2791";"Narrow woven fabrics; narrow fabrics of warp without weft assembled by adhesive (bolducs); labels, badges and similar articles of textile materials, not embroidered; braids in the piece; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles"
"682436";"5";"27912";"2791";"Tulles and other net fabrics, except woven, knitted or crocheted fabrics; lace in the piece, in strips or in motifs"
"682437";"5";"27913";"2791";"Embroidery in the piece, in strips or in motifs"
"682438";"4";"2792";"279";"Felt and nonwovens"
"682439";"5";"27921";"2792";"Felt"
"682440";"5";"27922";"2792";"Nonwovens"
"682441";"4";"2799";"279";"Other textile articles"
"682442";"5";"27991";"2799";"Wadding of textile materials and articles thereof; textile fibres not exceeding 5 mm in length (flock), textile dust and mill neps"
"682443";"5";"27992";"2799";"Rubber thread and cord, textile covered; textile yarn and strip, impregnated or covered with rubber or plastics"
"682444";"5";"27993";"2799";"Metallized yarn"
"682445";"5";"27994";"2799";"Woven fabrics of metal thread or metallized yarn n.e.c."
"682446";"5";"27995";"2799";"Gimped yarn and strip; chenille yarn; loop wale-yarn"
"682447";"5";"27996";"2799";"Tyre cord fabric of high tenacity yarn of nylon or other polyamides, polyesters or viscose rayon"
"682448";"5";"27997";"2799";"Textile fabrics, impregnated, coated or covered n.e.c."
"682449";"5";"27998";"2799";"Textile products and articles for technical uses (including wicks, gas mantles, hosepiping, transmission or conveyor belts, bolting cloth and straining cloth)"
"682450";"5";"27999";"2799";"Quilted textile products in the piece n.e.c."
"682451";"2";"28";"2";"Knitted or crocheted fabrics; wearing apparel"
"682452";"3";"281";"28";"Knitted or crocheted fabrics"
"682453";"4";"2811";"281";"Pile fabrics and terry fabrics, knitted or crocheted"
"682454";"5";"28110";"2811";"Pile fabrics and terry fabrics, knitted or crocheted"
"682455";"4";"2819";"281";"Other knitted or crocheted fabrics"
"682456";"5";"28190";"2819";"Other knitted or crocheted fabrics"
"682457";"3";"282";"28";"Wearing apparel, except fur apparel"
"682458";"4";"2821";"282";"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted"
"682459";"5";"28210";"2821";"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted"
"682460";"4";"2822";"282";"Wearing apparel, knitted or crocheted"
"682461";"5";"28221";"2822";"Men's or boys' suits, coats, jackets, trousers, shorts and the like, knitted or crocheted"
"682462";"5";"28222";"2822";"Men's or boys' shirts, underpants, pyjamas, dressing gowns and similar articles, knitted or crocheted"
"682463";"5";"28223";"2822";"Women's or girls' suits, coats, jackets, dresses, skirts, trousers, shorts and the like, knitted or crocheted"
"682464";"5";"28224";"2822";"Women's or girls' blouses, shirts, petticoats, panties, nightdresses, dressing gowns and similar articles, knitted or crocheted"
"682465";"5";"28225";"2822";"T-shirts, singlets and other vests, knitted or crocheted"
"682466";"5";"28226";"2822";"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted"
"682467";"5";"28227";"2822";"Babies' garments and clothing accessories, knitted or crocheted"
"682468";"5";"28228";"2822";"Track suits, ski suits, swimwear and other garments, knitted or crocheted n.e.c."
"682469";"5";"28229";"2822";"Gloves, shawls, scarves, veils, ties, cravats and other made-up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories"
"682470";"4";"2823";"282";"Wearing apparel, of textile fabric, not knitted or crocheted; brassieres, corsets, suspenders and similar articles, whether or not knitted or crocheted"
"682471";"5";"28231";"2823";"Men's or boys' suits, coats, jackets, trousers, shorts and the like, of textile fabric, not knitted or crocheted"
"682472";"5";"28232";"2823";"Men's or boys' shirts, singlets, underpants, pyjamas, dressing gowns and similar articles, of textile fabric, not knitted or crocheted"
"682473";"5";"28233";"2823";"Women's or girls' suits, coats, jackets, dresses, skirts, trousers, shorts and the like, of textile fabric, not knitted or crocheted"
"682474";"5";"28234";"2823";"Women's or girls' blouses, shirts, singlets, petticoats, panties, nightdresses, dressing gowns and similar articles, of textile fabric, not knitted or crocheted"
"682475";"5";"28235";"2823";"Babies' garments and clothing accessories, of textile fabric, not knitted or crocheted"
"682476";"5";"28236";"2823";"Track suits, ski suits, swimwear and other garments, of textile fabric, not knitted or crocheted n.e.c."
"682477";"5";"28237";"2823";"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, whether or not knitted or crocheted"
"682478";"5";"28238";"2823";"Handkerchiefs, shawls, scarves, veils, ties, cravats, gloves and other made-up clothing accessories, of textile fabric, not knitted or crocheted; parts of garments or of clothing accessories, of textile fabric, not knitted or crocheted n.e.c."
"682479";"4";"2824";"282";"Apparel and clothing accessories, of leather, composition leather or plastics"
"682480";"5";"28241";"2824";"Apparel of leather or of composition leather"
"682481";"5";"28242";"2824";"Clothing accessories of leather or of composition leather, except sports gloves"
"682482";"5";"28243";"2824";"Apparel and clothing accessories of plastics (incl. gloves)"
"682483";"4";"2825";"282";"Garments made up of felt or nonwovens; garments made up of textile fabrics impregnated or coated with plastics, rubber or other materials"
"682484";"5";"28250";"2825";"Garments made up of felt or nonwovens; garments made up of textile fabrics impregnated or coated with plastics, rubber or other materials"
"682485";"4";"2826";"282";"Hats and headgear"
"682486";"5";"28261";"2826";"Hat-forms, hat bodies and hoods of felt; plateaux and manchons of felt; hat-shapes, plaited or made by assembling strips of any material"
"682487";"5";"28262";"2826";"Hats and other headgear, of felt, or plaited or made by assembling strips of any material, or knitted or crocheted or made up from lace or other textile fabric in the piece; hair-nets"
"682488";"5";"28269";"2826";"Other headgear except headgear of rubber or of plastics, safety headgear and asbestos headgear; head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear"
"682489";"3";"283";"28";"Tanned or dressed furskins and artificial fur; articles thereof (except headgear)"
"682490";"4";"2831";"283";"Tanned or dressed furskins"
"682491";"5";"28310";"2831";"Tanned or dressed furskins"
"682492";"4";"2832";"283";"Articles of apparel, clothing accessories and other articles of furskin (except headgear)"
"682493";"5";"28320";"2832";"Articles of apparel, clothing accessories and other articles of furskin (except headgear)"
"682494";"4";"2833";"283";"Artificial fur and articles thereof (except headgear)"
"682495";"5";"28330";"2833";"Artificial fur and articles thereof (except headgear)"
"682496";"2";"29";"2";"Leather and leather products; footwear"
"682497";"3";"291";"29";"Tanned or dressed leather; composition leather"
"682498";"4";"2911";"291";"Chamois leather; patent leather and patent laminated leather; metallized leather"
"682499";"5";"29110";"2911";"Chamois leather; patent leather and patent laminated leather; metallized leather"
"682500";"4";"2912";"291";"Other leather, of bovine or equine animals, without hair on"
"682501";"5";"29120";"2912";"Other leather, of bovine or equine animals, without hair on"
"682502";"4";"2913";"291";"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather with a basis of leather or leather fibre"
"682503";"5";"29130";"2913";"Other leather, without hair on (including sheep, lamb, goat or kid skin leather); composition leather with a basis of leather or leather fibre"
"682504";"3";"292";"29";"Luggage, handbags and the like; saddlery and harness; other articles of leather"
"682505";"4";"2921";"292";"Saddlery and harness, for any animal, of any material"
"682506";"5";"29210";"2921";"Saddlery and harness, for any animal, of any material"
"682507";"4";"2922";"292";"Luggage, handbags and the like, of leather, composition leather, plastic sheeting, textile materials, vulcanized fibre or paperboard; travel sets for personal toilet, sewing or shoe or clothes cleaning"
"682508";"5";"29220";"2922";"Luggage, handbags and the like, of leather, composition leather, plastic sheeting, textile materials, vulcanized fibre or paperboard; travel sets for personal toilet, sewing or shoe or clothes cleaning"
"682509";"4";"2923";"292";"Watch straps, except of metal"
"682510";"5";"29230";"2923";"Watch straps, except of metal"
"682511";"4";"2929";"292";"Other articles of leather or composition leather (including articles of a kind used in machinery or mechanical appliances or for other technical uses) n.e.c."
"682512";"5";"29290";"2929";"Other articles of leather or composition leather (including articles of a kind used in machinery or mechanical appliances or for other technical uses) n.e.c."
"682513";"3";"293";"29";"Footwear, with outer soles and uppers of rubber or plastics, or with uppers of leather or textile materials, other than sports footwear, footwear incorporating a protective metal toe- cap and miscellaneous special footwear"
"682514";"4";"2931";"293";"Waterproof footwear, with outer soles and uppers of rubber or plastics, other than footwear incorporating a protective metal toe-cap"
"682515";"5";"29310";"2931";"Waterproof footwear, with outer soles and uppers of rubber or plastics, other than footwear incorporating a protective metal toe-cap"
"682516";"4";"2932";"293";"Footwear with outer soles and uppers of rubber or plastics, other than waterproof footwear or sports footwear"
"682517";"5";"29320";"2932";"Footwear with outer soles and uppers of rubber or plastics, other than waterproof footwear or sports footwear"
"682518";"4";"2933";"293";"Footwear with uppers of leather, other than sports footwear, footwear incorporating a protective metal toe-cap and miscellaneous special footwear"
"682519";"5";"29330";"2933";"Footwear with uppers of leather, other than sports footwear, footwear incorporating a protective metal toe-cap and miscellaneous special footwear"
"682520";"4";"2934";"293";"Footwear with uppers of textile materials, other than sports footwear"
"682521";"5";"29340";"2934";"Footwear with uppers of textile materials, other than sports footwear"
"682522";"3";"294";"29";"Sports footwear, except skating boots"
"682523";"4";"2941";"294";"Ski-boots, snowboard boots and cross-country ski footwear"
"682524";"5";"29410";"2941";"Ski-boots, snowboard boots and cross-country ski footwear"
"682525";"4";"2942";"294";"Tennis shoes, basketball shoes, gym shoes, training shoes and the like"
"682526";"5";"29420";"2942";"Tennis shoes, basketball shoes, gym shoes, training shoes and the like"
"682527";"4";"2949";"294";"Other sports footwear, except skating boots"
"682528";"5";"29490";"2949";"Other sports footwear, except skating boots"
"682529";"3";"295";"29";"Other footwear, except asbestos footwear, orthopaedic footwear and skating boots"
"682530";"4";"2951";"295";"Footwear incorporating a protective metal toe-cap, except those covered in subclass 29320"
"682531";"5";"29510";"2951";"Footwear incorporating a protective metal toe-cap, except those covered in subclass 29320"
"682532";"4";"2952";"295";"Wooden footwear, miscellaneous special footwear and other footwear n.e.c."
"682533";"5";"29520";"2952";"Wooden footwear, miscellaneous special footwear and other footwear n.e.c."
"682534";"3";"296";"29";"Parts of footwear; removable insoles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof"
"682535";"4";"2960";"296";"Parts of footwear; removable insoles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof"
"682536";"5";"29600";"2960";"Parts of footwear; removable insoles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof"
"682537";"1";"3";;"Other transportable goods, except metal products, machinery and equipment"
"682538";"2";"31";"3";"Products of wood, cork, straw and plaiting materials"
"682539";"3";"311";"31";"Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm; railway or tramway sleepers (cross-ties) of wood, not impregnated"
"682540";"4";"3110";"311";"Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm; railway or tramway sleepers (cross-ties) of wood, not impregnated"
"682541";"5";"31100";"3110";"Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm; railway or tramway sleepers (cross-ties) of wood, not impregnated"
"682542";"3";"312";"31";"Wood continuously shaped along any of its edges or faces; wood wool; wood flour; wood in chips or particles"
"682543";"4";"3121";"312";"Wood, continuously shaped along any of its edges or faces (including strips and friezes for parquet flooring, not assembled, and beadings and mouldings)"
"682544";"5";"31210";"3121";"Wood, continuously shaped along any of its edges or faces (including strips and friezes for parquet flooring, not assembled, and beadings and mouldings)"
"682545";"4";"3122";"312";"Wood wool; wood flour"
"682546";"5";"31220";"3122";"Wood wool; wood flour"
"682547";"4";"3123";"312";"Wood in chips or particles"
"682548";"5";"31230";"3123";"Wood in chips or particles"
"682549";"3";"313";"31";"Wood in the rough, including those treated with paint, stains, creosote or other preservatives; railway or tramway sleepers (cross-ties) of wood, impregnated"
"682550";"4";"3131";"313";"Wood in the rough, treated with paint, stains, creosote or other preservatives"
"682551";"5";"31310";"3131";"Wood in the rough, treated with paint, stains, creosote or other preservatives"
"682552";"4";"3132";"313";"Railway or tramway sleepers (cross-ties) of wood, impregnated"
"682553";"5";"31320";"3132";"Railway or tramway sleepers (cross-ties) of wood, impregnated"
"682554";"4";"3133";"313";"Other wood in the rough (including split poles and pickets)"
"682555";"5";"31330";"3133";"Other wood in the rough (including split poles and pickets)"
"682556";"3";"314";"31";"Boards and panels"
"682557";"4";"3141";"314";"Plywood consisting solely of sheets of wood, except of bamboo"
"682558";"5";"31410";"3141";"Plywood consisting solely of sheets of wood, except of bamboo"
"682559";"4";"3142";"314";"Other plywood, veneered panels and similar laminated wood, except of bamboo"
"682560";"5";"31420";"3142";"Other plywood, veneered panels and similar laminated wood, except of bamboo"
"682561";"4";"3143";"314";"Particle board and similar board of wood or other ligneous materials"
"682562";"5";"31430";"3143";"Particle board and similar board of wood or other ligneous materials"
"682563";"4";"3144";"314";"Fibreboard of wood or other ligneous materials"
"682564";"5";"31440";"3144";"Fibreboard of wood or other ligneous materials"
"682565";"4";"3145";"314";"Plywood, veneer panels and similar laminated wood of bamboo"
"682566";"5";"31450";"3145";"Plywood, veneer panels and similar laminated wood of bamboo"
"682567";"3";"315";"31";"Veneer sheets; sheets for plywood; densified wood"
"682568";"4";"3151";"315";"Veneer sheets and sheets for plywood and other wood sawn lengthwise, sliced or peeled, of a thickness not exceeding 6 mm"
"682569";"5";"31510";"3151";"Veneer sheets and sheets for plywood and other wood sawn lengthwise, sliced or peeled, of a thickness not exceeding 6 mm"
"682570";"4";"3152";"315";"Densified wood"
"682571";"5";"31520";"3152";"Densified wood"
"682572";"3";"316";"31";"Builders' joinery and carpentry of wood (including cellular wood panels, assembled parquet panels, shingles and shakes)"
"682573";"4";"3160";"316";"Builders' joinery and carpentry of wood (including cellular wood panels, assembled parquet panels, shingles and shakes)"
"682574";"5";"31600";"3160";"Builders' joinery and carpentry of wood (including cellular wood panels, assembled parquet panels, shingles and shakes)"
"682575";"3";"317";"31";"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood (including staves)"
"682576";"4";"3170";"317";"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood (including staves)"
"682577";"5";"31700";"3170";"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood (including staves)"
"682578";"3";"319";"31";"Other products of wood; articles of cork, plaiting materials and straw"
"682579";"4";"3191";"319";"Other products of wood"
"682580";"5";"31911";"3191";"Tools, tool bodies, tool handles, broom or brush bodies and handles, boot or shoe lasts and trees, of wood"
"682581";"5";"31912";"3191";"Tableware and kitchenware, of wood"
"682582";"5";"31913";"3191";"Wood marquetry and inlaid wood; cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood"
"682583";"5";"31914";"3191";"Wooden frames for paintings, photographs, mirrors or similar objects, and other articles of wood"
"682584";"4";"3192";"319";"Articles of cork and straw or other plaiting materials; basketware and wickerwork"
"682585";"5";"31921";"3192";"Natural cork, debacked or roughly squared, or in blocks, plates, sheets or strip; crushed, granulated or ground cork; waste cork"
"682586";"5";"31922";"3192";"Articles of natural cork; agglomerated cork and articles thereof"
"682587";"5";"31923";"3192";"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork"
"682588";"2";"32";"3";"Pulp, paper and paper products; printed matter and related articles"
"682589";"3";"321";"32";"Pulp, paper and paperboard"
"682590";"4";"3211";"321";"Pulps of wood or other fibrous cellulosic material"
"682591";"5";"32111";"3211";"Chemical wood pulp, dissolving grades"
"682592";"5";"32112";"3211";"Chemical wood pulp, other than dissolving grades"
"682593";"5";"32113";"3211";"Mechanical wood pulp; semi-chemical wood pulp; pulps of fibrous cellulosic material other than wood"
"682594";"4";"3212";"321";"Newsprint, hand-made paper and other uncoated paper and paperboard of a kind used for graphic purposes, and punch card stock and punch tape paper"
"682595";"5";"32121";"3212";"Newsprint"
"682596";"5";"32122";"3212";"Hand-made paper and paperboard"
"682597";"5";"32129";"3212";"Other uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and punch card stock and punch tape paper"
"682598";"4";"3213";"321";"Toilet tissue stock, uncoated kraftliner and other uncoated paper and paperboard; miscellaneous other papers"
"682599";"5";"32131";"3213";"Toilet or facial tissue stock, towel or napkin stock and similar paper, cellulose wadding and webs of cellulose fibres"
"682600";"5";"32132";"3213";"Kraftliner, uncoated"
"682601";"5";"32133";"3213";"Other uncoated kraft paper and paperboard; sack kraft paper, creped or crinkled"
"682602";"5";"32134";"3213";"Fluting paper, including straw and semi-chemical"
"682603";"5";"32135";"3213";"Testliner (recycled liner board)"
"682604";"5";"32136";"3213";"Sulphite wrapping paper, filter paper and paperboard, felt paper and other paper and paperboard; cigarette paper not cut to size or in the form of booklets or tubes"
"682605";"5";"32137";"3213";"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or translucent papers"
"682606";"4";"3214";"321";"Processed paper and paperboard"
"682607";"5";"32141";"3214";"Composite paper and paperboard, not surface-coated or impregnated"
"682608";"5";"32142";"3214";"Paper and paperboard, creped, crinkled, embossed or perforated n.e.c."
"682609";"5";"32143";"3214";"Paper and paperboard coated with kaolin or with other inorganic substances"
"682610";"5";"32149";"3214";"Other paper and paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, gummed or adhesive, covered, surface-coloured, surface-decorated or printed, in rolls or sheets"
"682611";"4";"3215";"321";"Corrugated paper and paperboard and containers of paper and paperboard"
"682612";"5";"32151";"3215";"Corrugated paper and paperboard"
"682613";"5";"32152";"3215";"Sacks and bags of paper"
"682614";"5";"32153";"3215";"Cartons, boxes, cases, record sleeves and other packing containers (except bags) of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like"
"682615";"4";"3219";"321";"Other paper and paperboard products"
"682616";"5";"32191";"3219";"Carbon paper, self-copy paper and other copying or transfer papers, not in bulk sizes; duplicator stencils and offset plates, of paper"
"682617";"5";"32192";"3219";"Envelopes, letter cards, plain postcards and correspondence cards of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing paper stationery"
"682618";"5";"32193";"3219";"Toilet paper, handkerchiefs, towels, serviettes, napkins for babies, tampons, and similar household, sanitary or hospital articles, and articles of apparel, of paper pulp, paper, cellulose wadding or webs of cellulose fibres"
"682619";"5";"32194";"3219";"Wallpaper and similar wall coverings; window transparencies of paper"
"682620";"5";"32195";"3219";"Textile wall coverings"
"682621";"5";"32197";"3219";"Labels of paper or paperboard"
"682622";"5";"32198";"3219";"Filter blocks, slabs and plates, of paper pulp"
"682623";"5";"32199";"3219";"Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; cigarette paper, in booklets or tubes, or in rolls of a width not exceeding 5 cm; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres"
"682624";"3";"322";"32";"Books, in print"
"682625";"4";"3221";"322";"Educational textbooks, in print"
"682626";"5";"32210";"3221";"Educational textbooks, in print"
"682627";"4";"3222";"322";"General reference books, in print"
"682628";"5";"32220";"3222";"General reference books, in print"
"682629";"4";"3223";"322";"Directories, in print"
"682630";"5";"32230";"3223";"Directories, in print"
"682631";"4";"3229";"322";"Other books, in print"
"682632";"5";"32291";"3229";"Professional, technical and scholarly books, in print"
"682633";"5";"32292";"3229";"Children's books, in print"
"682634";"5";"32299";"3229";"Other books n.e.c., in print"
"682635";"3";"323";"32";"Newspapers and periodicals, daily, in print"
"682636";"4";"3230";"323";"Newspapers and periodicals, daily, in print"
"682637";"5";"32300";"3230";"Newspapers and periodicals, daily, in print"
"682638";"3";"324";"32";"Newspapers and periodicals, other than daily, in print"
"682639";"4";"3241";"324";"General interest newspapers and periodicals, other than daily, in print"
"682640";"5";"32410";"3241";"General interest newspapers and periodicals, other than daily, in print"
"682641";"4";"3242";"324";"Business, professional or academic newspapers and periodicals, other than daily, in print"
"682642";"5";"32420";"3242";"Business, professional or academic newspapers and periodicals, other than daily, in print"
"682643";"4";"3249";"324";"Other newspapers and periodicals, other than daily, in print"
"682644";"5";"32490";"3249";"Other newspapers and periodicals, other than daily, in print"
"682645";"3";"325";"32";"Printed maps; music, printed or in manuscript; postcards, greeting cards, pictures and plans"
"682646";"4";"3251";"325";"Maps and hydrographic or similar charts (including wall maps, topographical plans and globes), printed, other than in book-form"
"682647";"5";"32511";"3251";"Maps and hydrographic or similar charts (including wall maps, topographical plans and maps for globes), printed, other than in book-form"
"682648";"5";"32512";"3251";"Globes"
"682649";"4";"3252";"325";"Music, printed or in manuscript"
"682650";"5";"32520";"3252";"Music, printed or in manuscript"
"682651";"4";"3253";"325";"Printed or illustrated postcards; printed cards bearing personal greetings or messages, with or without envelopes or trimmings"
"682652";"5";"32530";"3253";"Printed or illustrated postcards; printed cards bearing personal greetings or messages, with or without envelopes or trimmings"
"682653";"4";"3254";"325";"Printed pictures, designs and photographs"
"682654";"5";"32540";"3254";"Printed pictures, designs and photographs"
"682655";"4";"3255";"325";"Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions and carbon copies of the foregoing"
"682656";"5";"32550";"3255";"Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; hand-written texts; photographic reproductions and carbon copies of the foregoing"
"682657";"3";"326";"32";"Stamps, cheque forms, banknotes, stock certificates, brochures and leaflets, advertising material and other printed matter"
"682658";"4";"3261";"326";"Unused postage, revenue or similar stamps; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and similar documents of title"
"682659";"5";"32610";"3261";"Unused postage, revenue or similar stamps; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and similar documents of title"
"682660";"4";"3262";"326";"Trade advertising material, commercial catalogues and the like"
"682661";"5";"32620";"3262";"Trade advertising material, commercial catalogues and the like"
"682662";"4";"3263";"326";"Transfers (decalcomanias) and printed calendars"
"682663";"5";"32630";"3263";"Transfers (decalcomanias) and printed calendars"
"682664";"4";"3269";"326";"Other printed matter"
"682665";"5";"32690";"3269";"Other printed matter"
"682666";"3";"327";"32";"Registers, account books, notebooks, letter pads, diaries and similar articles, blotting-pads, binders, file covers, forms and other articles of stationery, of paper or paperboard"
"682667";"4";"3270";"327";"Registers, account books, notebooks, letter pads, diaries and similar articles, blotting-pads, binders, file covers, forms and other articles of stationery, of paper or paperboard"
"682668";"5";"32700";"3270";"Registers, account books, notebooks, letter pads, diaries and similar articles, blotting-pads, binders, file covers, forms and other articles of stationery, of paper or paperboard"
"682669";"3";"328";"32";"Composed type, prepared printing plates or cylinders, impressed lithographic stones or other impressed media for use in printing"
"682670";"4";"3280";"328";"Composed type, prepared printing plates or cylinders, impressed lithographic stones or other impressed media for use in printing"
"682671";"5";"32800";"3280";"Composed type, prepared printing plates or cylinders, impressed lithographic stones or other impressed media for use in printing"
"682672";"2";"33";"3";"Coke oven products; refined petroleum products; nuclear fuel"
"682673";"3";"331";"33";"Coke and semi-coke of coal, of lignite or of peat; retort carbon"
"682674";"4";"3310";"331";"Coke and semi-coke of coal, of lignite or of peat; retort carbon"
"682675";"5";"33100";"3310";"Coke and semi-coke of coal, of lignite or of peat; retort carbon"
"682676";"3";"332";"33";"Tar distilled from coal, from lignite or from peat, and other mineral tars"
"682677";"4";"3320";"332";"Tar distilled from coal, from lignite or from peat, and other mineral tars"
"682678";"5";"33200";"3320";"Tar distilled from coal, from lignite or from peat, and other mineral tars"
"682679";"3";"333";"33";"Petroleum oils and oils obtained from bituminous materials, other than crude; preparations n.e.c. containing by weight 70% or more of these oils, such oils being the basic constituents of the preparations"
"682680";"4";"3331";"333";"Motor spirit (gasolene), including aviation spirit"
"682681";"5";"33310";"3331";"Motor spirit (gasolene), including aviation spirit"
"682682";"4";"3332";"333";"Spirit type (gasolene type) jet fuel"
"682683";"5";"33320";"3332";"Spirit type (gasolene type) jet fuel"
"682684";"4";"3333";"333";"Other light petroleum oils and light oils obtained from bituminous minerals (other than crude); light preparations n.e.c. containing not less than 70% by weight of petroleum oils or oils obtained from bituminous minerals (other than crude), these oils being the basic constituents of the preparations"
"682685";"5";"33330";"3333";"Other light petroleum oils and light oils obtained from bituminous minerals (other than crude); light preparations n.e.c. containing not less than 70% by weight of petroleum oils or oils obtained from bituminous minerals (other than crude), these oils being the basic constituents of the preparations"
"682686";"4";"3334";"333";"Kerosene and kerosene type jet fuel"
"682687";"5";"33341";"3334";"Kerosene"
"682688";"5";"33342";"3334";"Kerosene type jet fuel"
"682689";"4";"3335";"333";"Other medium petroleum oils and medium oils obtained from bituminous minerals (not kerosene), other than crude; medium preparations n.e.c. containing not less than 70% by weight of petroleum oils or oils obtained from bituminous minerals (other than crude), these oils being the basic constituents of the preparations"
"682690";"5";"33350";"3335";"Other medium petroleum oils and medium oils obtained from bituminous minerals (not kerosene), other than crude; medium preparations n.e.c. containing not less than 70% by weight of petroleum oils or oils obtained from bituminous minerals (other than crude), these oils being the basic constituents of the preparations"
"682691";"4";"3336";"333";"Gas oils"
"682692";"5";"33360";"3336";"Gas oils"
"682693";"4";"3337";"333";"Fuel oils n.e.c."
"682694";"5";"33370";"3337";"Fuel oils n.e.c."
"682695";"4";"3338";"333";"Lubricating petroleum oils and oils obtained from bituminous minerals, other heavy petroleum oils and heavy oils obtained from bituminous minerals (other than crude), and heavy preparations n.e.c. containing not less than 70% by weight of petroleum oils or oils obtained from bituminous minerals (other than crude), these oils being the basic constituents of the preparations"
