"Order";"Level";"Code";"Parent";"Description"
"685997";"2";"07";"B";"Mining of metal ores"
"685998";"3";"071";"07";"Mining of iron ores"
"685999";"4";"0710";"071";"Mining of iron ores"
"686000";"3";"072";"07";"Mining of non-ferrous metal ores"
"686001";"4";"0721";"072";"Mining of uranium and thorium ores"
"686002";"4";"0729";"072";"Mining of other non-ferrous metal ores"
"686003";"2";"08";"B";"Other mining and quarrying"
"686004";"3";"081";"08";"Quarrying of stone, sand and clay"
"686005";"4";"0810";"081";"Quarrying of stone, sand and clay"
"686006";"3";"089";"08";"Mining and quarrying n.e.c."
"686007";"4";"0891";"089";"Mining of chemical and fertilizer minerals"
"686008";"4";"0892";"089";"Extraction of peat"
"686009";"4";"0893";"089";"Extraction of salt"
"686010";"4";"0899";"089";"Other mining and quarrying n.e.c."
"686011";"2";"09";"B";"Mining support service activities"
"686012";"3";"091";"09";"Support activities for petroleum and natural gas extraction"
"686013";"4";"0910";"091";"Support activities for petroleum and natural gas extraction"
"686014";"3";"099";"09";"Support activities for other mining and quarrying"
"686015";"4";"0990";"099";"Support activities for other mining and quarrying"
"686016";"1";"C";;"Manufacturing"
"686017";"2";"10";"C";"Manufacture of food products"
"686018";"3";"101";"10";"Processing and preserving of meat"
"686019";"4";"1010";"101";"Processing and preserving of meat"
"686020";"3";"102";"10";"Processing and preserving of fish, crustaceans and molluscs"
"686021";"4";"1020";"102";"Processing and preserving of fish, crustaceans and molluscs"
"686022";"3";"103";"10";"Processing and preserving of fruit and vegetables"
"686023";"4";"1030";"103";"Processing and preserving of fruit and vegetables"
"686024";"3";"104";"10";"Manufacture of vegetable and animal oils and fats"
"686025";"4";"1040";"104";"Manufacture of vegetable and animal oils and fats"
"686026";"3";"105";"10";"Manufacture of dairy products"
"686027";"4";"1050";"105";"Manufacture of dairy products"
"686028";"3";"106";"10";"Manufacture of grain mill products, starches and starch products"
"686029";"4";"1061";"106";"Manufacture of grain mill products"
"686030";"4";"1062";"106";"Manufacture of starches and starch products"
"686031";"3";"107";"10";"Manufacture of other food products"
"686032";"4";"1071";"107";"Manufacture of bakery products"
"686033";"4";"1072";"107";"Manufacture of sugar"
"686034";"4";"1073";"107";"Manufacture of cocoa, chocolate and sugar confectionery"
"686035";"4";"1074";"107";"Manufacture of macaroni, noodles, couscous and similar farinaceous products"
"686036";"4";"1075";"107";"Manufacture of prepared meals and dishes"
"686037";"4";"1079";"107";"Manufacture of other food products n.e.c."
"686038";"3";"108";"10";"Manufacture of prepared animal feeds"
"686039";"4";"1080";"108";"Manufacture of prepared animal feeds"
"686040";"2";"11";"C";"Manufacture of beverages"
"686041";"3";"110";"11";"Manufacture of beverages"
"686042";"4";"1101";"110";"Distilling, rectifying and blending of spirits"
"686043";"4";"1102";"110";"Manufacture of wines"
"686044";"4";"1103";"110";"Manufacture of malt liquors and malt"
"686045";"4";"1104";"110";"Manufacture of soft drinks; production of mineral waters and other bottled waters"
"686046";"2";"12";"C";"Manufacture of tobacco products"
"686047";"3";"120";"12";"Manufacture of tobacco products"
"686048";"4";"1200";"120";"Manufacture of tobacco products"
"686049";"2";"13";"C";"Manufacture of textiles"
"686050";"3";"131";"13";"Spinning, weaving and finishing of textiles"
"686051";"4";"1311";"131";"Preparation and spinning of textile fibres"
"686052";"4";"1312";"131";"Weaving of textiles"
"686053";"4";"1313";"131";"Finishing of textiles"
"686054";"3";"139";"13";"Manufacture of other textiles"
"686055";"4";"1391";"139";"Manufacture of knitted and crocheted fabrics"
"686056";"4";"1392";"139";"Manufacture of made-up textile articles, except apparel"
"686057";"4";"1393";"139";"Manufacture of carpets and rugs"
"686058";"4";"1394";"139";"Manufacture of cordage, rope, twine and netting"
"686059";"4";"1399";"139";"Manufacture of other textiles n.e.c."
"686060";"2";"14";"C";"Manufacture of wearing apparel"
"686061";"3";"141";"14";"Manufacture of wearing apparel, except fur apparel"
"686062";"4";"1410";"141";"Manufacture of wearing apparel, except fur apparel"
"686063";"3";"142";"14";"Manufacture of articles of fur"
"686064";"4";"1420";"142";"Manufacture of articles of fur"
"686065";"3";"143";"14";"Manufacture of knitted and crocheted apparel"
"686066";"4";"1430";"143";"Manufacture of knitted and crocheted apparel"
"686067";"2";"15";"C";"Manufacture of leather and related products"
"686068";"3";"151";"15";"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur"
"686069";"4";"1511";"151";"Tanning and dressing of leather; dressing and dyeing of fur"
"686070";"4";"1512";"151";"Manufacture of luggage, handbags and the like, saddlery and harness"
"686071";"3";"152";"15";"Manufacture of footwear"
"686072";"4";"1520";"152";"Manufacture of footwear"
"686073";"2";"16";"C";"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"
"686074";"3";"161";"16";"Sawmilling and planing of wood"
"686075";"4";"1610";"161";"Sawmilling and planing of wood"
"686076";"3";"162";"16";"Manufacture of products of wood, cork, straw and plaiting materials"
"686077";"4";"1621";"162";"Manufacture of veneer sheets and wood-based panels"
"686078";"4";"1622";"162";"Manufacture of builders' carpentry and joinery"
"686079";"4";"1623";"162";"Manufacture of wooden containers"
"686080";"4";"1629";"162";"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials"
"686081";"2";"17";"C";"Manufacture of paper and paper products"
"686082";"3";"170";"17";"Manufacture of paper and paper products"
"686083";"4";"1701";"170";"Manufacture of pulp, paper and paperboard"
"686084";"4";"1702";"170";"Manufacture of corrugated paper and paperboard and of containers of paper and paperboard"
"686085";"4";"1709";"170";"Manufacture of other articles of paper and paperboard"
"686086";"2";"18";"C";"Printing and reproduction of recorded media"
"686087";"3";"181";"18";"Printing and service activities related to printing"
"686088";"4";"1811";"181";"Printing"
"686089";"4";"1812";"181";"Service activities related to printing"
"686090";"3";"182";"18";"Reproduction of recorded media"
"686091";"4";"1820";"182";"Reproduction of recorded media"
"686092";"2";"19";"C";"Manufacture of coke and refined petroleum products"
"686093";"3";"191";"19";"Manufacture of coke oven products"
"686094";"4";"1910";"191";"Manufacture of coke oven products"
"686095";"3";"192";"19";"Manufacture of refined petroleum products"
"686096";"4";"1920";"192";"Manufacture of refined petroleum products"
"686097";"2";"20";"C";"Manufacture of chemicals and chemical products"
"686098";"3";"201";"20";"Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber in primary forms"
"686099";"4";"2011";"201";"Manufacture of basic chemicals"
"686100";"4";"2012";"201";"Manufacture of fertilizers and nitrogen compounds"
"686101";"4";"2013";"201";"Manufacture of plastics and synthetic rubber in primary forms"
"686102";"3";"202";"20";"Manufacture of other chemical products"
"686103";"4";"2021";"202";"Manufacture of pesticides and other agrochemical products"
"686104";"4";"2022";"202";"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
"686105";"4";"2023";"202";"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations"
"686106";"4";"2029";"202";"Manufacture of other chemical products n.e.c."
"686107";"3";"203";"20";"Manufacture of man-made fibres"
"686108";"4";"2030";"203";"Manufacture of man-made fibres"
"686109";"2";"21";"C";"Manufacture of basic pharmaceutical products and pharmaceutical preparations"
"686110";"3";"210";"21";"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
"686111";"4";"2100";"210";"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
"686112";"2";"22";"C";"Manufacture of rubber and plastics products"
"686113";"3";"221";"22";"Manufacture of rubber products"
"686114";"4";"2211";"221";"Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres"
"686115";"4";"2219";"221";"Manufacture of other rubber products"
"686116";"3";"222";"22";"Manufacture of plastics products"
"686117";"4";"2220";"222";"Manufacture of plastics products"
"686118";"2";"23";"C";"Manufacture of other non-metallic mineral products"
"686119";"3";"231";"23";"Manufacture of glass and glass products"
"686120";"4";"2310";"231";"Manufacture of glass and glass products"
"686121";"3";"239";"23";"Manufacture of non-metallic mineral products n.e.c."
"686122";"4";"2391";"239";"Manufacture of refractory products"
"686123";"4";"2392";"239";"Manufacture of clay building materials"
"686124";"4";"2393";"239";"Manufacture of other porcelain and ceramic products"
"686125";"4";"2394";"239";"Manufacture of cement, lime and plaster"
"686126";"4";"2395";"239";"Manufacture of articles of concrete, cement and plaster"
"686127";"4";"2396";"239";"Cutting, shaping and finishing of stone"
"686128";"4";"2399";"239";"Manufacture of other non-metallic mineral products n.e.c."
"686129";"2";"24";"C";"Manufacture of basic metals"
"686130";"3";"241";"24";"Manufacture of basic iron and steel"
"686131";"4";"2410";"241";"Manufacture of basic iron and steel"
"686132";"3";"242";"24";"Manufacture of basic precious and other non-ferrous metals"
"686133";"4";"2420";"242";"Manufacture of basic precious and other non-ferrous metals"
"686134";"3";"243";"24";"Casting of metals"
"686135";"4";"2431";"243";"Casting of iron and steel"
"686136";"4";"2432";"243";"Casting of non-ferrous metals"
"686137";"2";"25";"C";"Manufacture of fabricated metal products, except machinery and equipment"
"686138";"3";"251";"25";"Manufacture of structural metal products, tanks, reservoirs and steam generators"
"686139";"4";"2511";"251";"Manufacture of structural metal products"
"686140";"4";"2512";"251";"Manufacture of tanks, reservoirs and containers of metal"
"686141";"4";"2513";"251";"Manufacture of steam generators, except central heating hot water boilers"
"686142";"3";"252";"25";"Manufacture of weapons and ammunition"
"686143";"4";"2520";"252";"Manufacture of weapons and ammunition"
"686144";"3";"259";"25";"Manufacture of other fabricated metal products; metalworking service activities"
"686145";"4";"2591";"259";"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
"686146";"4";"2592";"259";"Treatment and coating of metals; machining"
"686147";"4";"2593";"259";"Manufacture of cutlery, hand tools and general hardware"
"686148";"4";"2599";"259";"Manufacture of other fabricated metal products n.e.c."
"686149";"2";"26";"C";"Manufacture of computer, electronic and optical products"
"686150";"3";"261";"26";"Manufacture of electronic components and boards"
"686151";"4";"2610";"261";"Manufacture of electronic components and boards"
"686152";"3";"262";"26";"Manufacture of computers and peripheral equipment"
"686153";"4";"2620";"262";"Manufacture of computers and peripheral equipment"
"686154";"3";"263";"26";"Manufacture of communication equipment"
"686155";"4";"2630";"263";"Manufacture of communication equipment"
"686156";"3";"264";"26";"Manufacture of consumer electronics"
"686157";"4";"2640";"264";"Manufacture of consumer electronics"
"686158";"3";"265";"26";"Manufacture of measuring, testing, navigating and control equipment; watches and clocks"
"686159";"4";"2651";"265";"Manufacture of measuring, testing, navigating and control equipment"
"686160";"4";"2652";"265";"Manufacture of watches and clocks"
"686161";"3";"266";"26";"Manufacture of irradiation, electromedical and electrotherapeutic equipment"
"686162";"4";"2660";"266";"Manufacture of irradiation, electromedical and electrotherapeutic equipment"
"686163";"3";"267";"26";"Manufacture of optical instruments and photographic equipment"
"686164";"4";"2670";"267";"Manufacture of optical instruments and photographic equipment"
"686165";"3";"268";"26";"Manufacture of magnetic and optical media"
"686166";"4";"2680";"268";"Manufacture of magnetic and optical media"
"686167";"2";"27";"C";"Manufacture of electrical equipment"
"686168";"3";"271";"27";"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus"
"686169";"4";"2710";"271";"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus"
"686170";"3";"272";"27";"Manufacture of batteries and accumulators"
"686171";"4";"2720";"272";"Manufacture of batteries and accumulators"
"686172";"3";"273";"27";"Manufacture of wiring and wiring devices"
"686173";"4";"2731";"273";"Manufacture of fibre optic cables"
"686174";"4";"2732";"273";"Manufacture of other electronic and electric wires and cables"
"686175";"4";"2733";"273";"Manufacture of wiring devices"
"686176";"3";"274";"27";"Manufacture of electric lighting equipment"
"686177";"4";"2740";"274";"Manufacture of electric lighting equipment"
"686178";"3";"275";"27";"Manufacture of domestic appliances"
"686179";"4";"2750";"275";"Manufacture of domestic appliances"
"686180";"3";"279";"27";"Manufacture of other electrical equipment"
"686181";"4";"2790";"279";"Manufacture of other electrical equipment"
"686182";"2";"28";"C";"Manufacture of machinery and equipment n.e.c."
"686183";"3";"281";"28";"Manufacture of general-purpose machinery"
"686184";"4";"2811";"281";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
"686185";"4";"2812";"281";"Manufacture of fluid power equipment"
"686186";"4";"2813";"281";"Manufacture of other pumps, compressors, taps and valves"
"686187";"4";"2814";"281";"Manufacture of bearings, gears, gearing and driving elements"
"686188";"4";"2815";"281";"Manufacture of ovens, furnaces and furnace burners"
"686189";"4";"2816";"281";"Manufacture of lifting and handling equipment"
"686190";"4";"2817";"281";"Manufacture of office machinery and equipment (except computers and peripheral equipment)"
"686191";"4";"2818";"281";"Manufacture of power-driven hand tools"
"686192";"4";"2819";"281";"Manufacture of other general-purpose machinery"
"686193";"3";"282";"28";"Manufacture of special-purpose machinery"
"686194";"4";"2821";"282";"Manufacture of agricultural and forestry machinery"
"686195";"4";"2822";"282";"Manufacture of metal-forming machinery and machine tools"
"686196";"4";"2823";"282";"Manufacture of machinery for metallurgy"
"686197";"4";"2824";"282";"Manufacture of machinery for mining, quarrying and construction"
"686198";"4";"2825";"282";"Manufacture of machinery for food, beverage and tobacco processing"
"686199";"4";"2826";"282";"Manufacture of machinery for textile, apparel and leather production"
"686200";"4";"2829";"282";"Manufacture of other special-purpose machinery"
"686201";"2";"29";"C";"Manufacture of motor vehicles, trailers and semi-trailers"
"686202";"3";"291";"29";"Manufacture of motor vehicles"
"686203";"4";"2910";"291";"Manufacture of motor vehicles"
"686204";"3";"292";"29";"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers"
"686205";"4";"2920";"292";"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers"
"686206";"3";"293";"29";"Manufacture of parts and accessories for motor vehicles"
"686207";"4";"2930";"293";"Manufacture of parts and accessories for motor vehicles"
"686208";"2";"30";"C";"Manufacture of other transport equipment"
"686209";"3";"301";"30";"Building of ships and boats"
"686210";"4";"3011";"301";"Building of ships and floating structures"
"686211";"4";"3012";"301";"Building of pleasure and sporting boats"
"686212";"3";"302";"30";"Manufacture of railway locomotives and rolling stock"
"686213";"4";"3020";"302";"Manufacture of railway locomotives and rolling stock"
"686214";"3";"303";"30";"Manufacture of air and spacecraft and related machinery"
"686215";"4";"3030";"303";"Manufacture of air and spacecraft and related machinery"
"686216";"3";"304";"30";"Manufacture of military fighting vehicles"
"686217";"4";"3040";"304";"Manufacture of military fighting vehicles"
"686218";"3";"309";"30";"Manufacture of transport equipment n.e.c."
"686219";"4";"3091";"309";"Manufacture of motorcycles"
"686220";"4";"3092";"309";"Manufacture of bicycles and invalid carriages"
"686221";"4";"3099";"309";"Manufacture of other transport equipment n.e.c."
"686222";"2";"31";"C";"Manufacture of furniture"
"686223";"3";"310";"31";"Manufacture of furniture"
"686224";"4";"3100";"310";"Manufacture of furniture"
"686225";"2";"32";"C";"Other manufacturing"
"686226";"3";"321";"32";"Manufacture of jewellery, bijouterie and related articles"
"686227";"4";"3211";"321";"Manufacture of jewellery and related articles"
"686228";"4";"3212";"321";"Manufacture of imitation jewellery and related articles"
"686229";"3";"322";"32";"Manufacture of musical instruments"
"686230";"4";"3220";"322";"Manufacture of musical instruments"
"686231";"3";"323";"32";"Manufacture of sports goods"
"686232";"4";"3230";"323";"Manufacture of sports goods"
"686233";"3";"324";"32";"Manufacture of games and toys"
"686234";"4";"3240";"324";"Manufacture of games and toys"
"686235";"3";"325";"32";"Manufacture of medical and dental instruments and supplies"
"686236";"4";"3250";"325";"Manufacture of medical and dental instruments and supplies"
"686237";"3";"329";"32";"Other manufacturing n.e.c."
"686238";"4";"3290";"329";"Other manufacturing n.e.c."
"686239";"2";"33";"C";"Repair and installation of machinery and equipment"
"686240";"3";"331";"33";"Repair of fabricated metal products, machinery and equipment"
"686241";"4";"3311";"331";"Repair of fabricated metal products"
"686242";"4";"3312";"331";"Repair of machinery"
"686243";"4";"3313";"331";"Repair of electronic and optical equipment"
"686244";"4";"3314";"331";"Repair of electrical equipment"
"686245";"4";"3315";"331";"Repair of transport equipment, except motor vehicles"
"686246";"4";"3319";"331";"Repair of other equipment"
"686247";"3";"332";"33";"Installation of industrial machinery and equipment"
"686248";"4";"3320";"332";"Installation of industrial machinery and equipment"
"686249";"1";"D";;"Electricity, gas, steam and air conditioning supply"
"686250";"2";"35";"D";"Electricity, gas, steam and air conditioning supply"
"686251";"3";"351";"35";"Electric power generation, transmission and distribution"
"686252";"4";"3510";"351";"Electric power generation, transmission and distribution"
"686253";"3";"352";"35";"Manufacture of gas; distribution of gaseous fuels through mains"
"686254";"4";"3520";"352";"Manufacture of gas; distribution of gaseous fuels through mains"
"686255";"3";"353";"35";"Steam and air conditioning supply"
"686256";"4";"3530";"353";"Steam and air conditioning supply"
"686257";"1";"E";;"Water supply; sewerage, waste management and remediation activities"
"686258";"2";"36";"E";"Water collection, treatment and supply"
"686259";"3";"360";"36";"Water collection, treatment and supply"
"686260";"4";"3600";"360";"Water collection, treatment and supply"
"686261";"2";"37";"E";"Sewerage"
"686262";"3";"370";"37";"Sewerage"
"686263";"4";"3700";"370";"Sewerage"
"686264";"2";"38";"E";"Waste collection, treatment and disposal activities; materials recovery"
"686265";"3";"381";"38";"Waste collection"
"686266";"4";"3811";"381";"Collection of non-hazardous waste"
"686267";"4";"3812";"381";"Collection of hazardous waste"
"686268";"3";"382";"38";"Waste treatment and disposal"
"686269";"4";"3821";"382";"Treatment and disposal of non-hazardous waste"
"686270";"4";"3822";"382";"Treatment and disposal of hazardous waste"
"686271";"3";"383";"38";"Materials recovery"
"686272";"4";"3830";"383";"Materials recovery"
"686273";"2";"39";"E";"Remediation activities and other waste management services"
"686274";"3";"390";"39";"Remediation activities and other waste management services"
"686275";"4";"3900";"390";"Remediation activities and other waste management services"
"686276";"1";"F";;"Construction"
"686277";"2";"41";"F";"Construction of buildings"
"686278";"3";"410";"41";"Construction of buildings"
"686279";"4";"4100";"410";"Construction of buildings"
"686280";"2";"42";"F";"Civil engineering"
"686281";"3";"421";"42";"Construction of roads and railways"
"686282";"4";"4210";"421";"Construction of roads and railways"
"686283";"3";"422";"42";"Construction of utility projects"
"686284";"4";"4220";"422";"Construction of utility projects"
"686285";"3";"429";"42";"Construction of other civil engineering projects"
"686286";"4";"4290";"429";"Construction of other civil engineering projects"
"686287";"2";"43";"F";"Specialized construction activities"
"686288";"3";"431";"43";"Demolition and site preparation"
"686289";"4";"4311";"431";"Demolition"
"686290";"4";"4312";"431";"Site preparation"
"686291";"3";"432";"43";"Electrical, plumbing and other construction installation activities"
"686292";"4";"4321";"432";"Electrical installation"
"686293";"4";"4322";"432";"Plumbing, heat and air-conditioning installation"
"686294";"4";"4329";"432";"Other construction installation"
"686295";"3";"433";"43";"Building completion and finishing"
"686296";"4";"4330";"433";"Building completion and finishing"
"686297";"3";"439";"43";"Other specialized construction activities"
"686298";"4";"4390";"439";"Other specialized construction activities"
"686299";"1";"G";;"Wholesale and retail trade; repair of motor vehicles and motorcycles"
"686300";"2";"45";"G";"Wholesale and retail trade and repair of motor vehicles and motorcycles"
"686301";"3";"451";"45";"Sale of motor vehicles"
"686302";"4";"4510";"451";"Sale of motor vehicles"
"686303";"3";"452";"45";"Maintenance and repair of motor vehicles"
"686304";"4";"4520";"452";"Maintenance and repair of motor vehicles"
"686305";"3";"453";"45";"Sale of motor vehicle parts and accessories"
"686306";"4";"4530";"453";"Sale of motor vehicle parts and accessories"
"686307";"3";"454";"45";"Sale, maintenance and repair of motorcycles and related parts and accessories"
"686308";"4";"4540";"454";"Sale, maintenance and repair of motorcycles and related parts and accessories"
"686309";"2";"46";"G";"Wholesale trade, except of motor vehicles and motorcycles"
"686310";"3";"461";"46";"Wholesale on a fee or contract basis"
"686311";"4";"4610";"461";"Wholesale on a fee or contract basis"
"686312";"3";"462";"46";"Wholesale of agricultural raw materials and live animals"
"686313";"4";"4620";"462";"Wholesale of agricultural raw materials and live animals"
"686314";"3";"463";"46";"Wholesale of food, beverages and tobacco"
"686315";"4";"4630";"463";"Wholesale of food, beverages and tobacco"
"686316";"3";"464";"46";"Wholesale of household goods"
"686317";"4";"4641";"464";"Wholesale of textiles, clothing and footwear"
"686318";"4";"4649";"464";"Wholesale of other household goods"
"686319";"3";"465";"46";"Wholesale of machinery, equipment and supplies"
"686320";"4";"4651";"465";"Wholesale of computers, computer peripheral equipment and software"
"686321";"4";"4652";"465";"Wholesale of electronic and telecommunications equipment and parts"
"686322";"4";"4653";"465";"Wholesale of agricultural machinery, equipment and supplies"
"686323";"4";"4659";"465";"Wholesale of other machinery and equipment"
"686324";"3";"466";"46";"Other specialized wholesale"
"686325";"4";"4661";"466";"Wholesale of solid, liquid and gaseous fuels and related products"
"686326";"4";"4662";"466";"Wholesale of metals and metal ores"
"686327";"4";"4663";"466";"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies"
"686328";"4";"4669";"466";"Wholesale of waste and scrap and other products n.e.c."
"686329";"3";"469";"46";"Non-specialized wholesale trade"
"686330";"4";"4690";"469";"Non-specialized wholesale trade"
"686331";"2";"47";"G";"Retail trade, except of motor vehicles and motorcycles"
"686332";"3";"471";"47";"Retail sale in non-specialized stores"
"686333";"4";"4711";"471";"Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"686334";"4";"4719";"471";"Other retail sale in non-specialized stores"
"686335";"3";"472";"47";"Retail sale of food, beverages and tobacco in specialized stores"
"686336";"4";"4721";"472";"Retail sale of food in specialized stores"
"686337";"4";"4722";"472";"Retail sale of beverages in specialized stores"
"686338";"4";"4723";"472";"Retail sale of tobacco products in specialized stores"
"686339";"3";"473";"47";"Retail sale of automotive fuel in specialized stores"
"686340";"4";"4730";"473";"Retail sale of automotive fuel in specialized stores"
"686341";"3";"474";"47";"Retail sale of information and communications equipment in specialized stores"
"686342";"4";"4741";"474";"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores"
"686343";"4";"4742";"474";"Retail sale of audio and video equipment in specialized stores"
"686344";"3";"475";"47";"Retail sale of other household equipment in specialized stores"
"686345";"4";"4751";"475";"Retail sale of textiles in specialized stores"
"686346";"4";"4752";"475";"Retail sale of hardware, paints and glass in specialized stores"
"686347";"4";"4753";"475";"Retail sale of carpets, rugs, wall and floor coverings in specialized stores"
"686348";"4";"4759";"475";"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores"
"686349";"3";"476";"47";"Retail sale of cultural and recreation goods in specialized stores"
"686350";"4";"4761";"476";"Retail sale of books, newspapers and stationary in specialized stores"
"686351";"4";"4762";"476";"Retail sale of music and video recordings in specialized stores"
"686352";"4";"4763";"476";"Retail sale of sporting equipment in specialized stores"
"686353";"4";"4764";"476";"Retail sale of games and toys in specialized stores"
"686354";"3";"477";"47";"Retail sale of other goods in specialized stores"
"686355";"4";"4771";"477";"Retail sale of clothing, footwear and leather articles in specialized stores"
"686356";"4";"4772";"477";"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
"686357";"4";"4773";"477";"Other retail sale of new goods in specialized stores"
"686358";"4";"4774";"477";"Retail sale of second-hand goods"
"686359";"3";"478";"47";"Retail sale via stalls and markets"
"686360";"4";"4781";"478";"Retail sale via stalls and markets of food, beverages and tobacco products"
"686361";"4";"4782";"478";"Retail sale via stalls and markets of textiles, clothing and footwear"
"686362";"4";"4789";"478";"Retail sale via stalls and markets of other goods"
"686363";"3";"479";"47";"Retail trade not in stores, stalls or markets"
"686364";"4";"4791";"479";"Retail sale via mail order houses or via Internet"
"686365";"4";"4799";"479";"Other retail sale not in stores, stalls or markets"
"686366";"1";"H";;"Transportation and storage"
"686367";"2";"49";"H";"Land transport and transport via pipelines"
"686368";"3";"491";"49";"Transport via railways"
"686369";"4";"4911";"491";"Passenger rail transport, interurban"
"686370";"4";"4912";"491";"Freight rail transport"
"686371";"3";"492";"49";"Other land transport"
"686372";"4";"4921";"492";"Urban and suburban passenger land transport"
"686373";"4";"4922";"492";"Other passenger land transport"
"686374";"4";"4923";"492";"Freight transport by road"
"686375";"3";"493";"49";"Transport via pipeline"
"686376";"4";"4930";"493";"Transport via pipeline"
"686377";"2";"50";"H";"Water transport"
"686378";"3";"501";"50";"Sea and coastal water transport"
