"Order";"Level";"Code";"Parent";"Description"
"397591";"4";"7310";"731";"Research and experimental development on natural sciences and engineering (NSE)"
"397592";"3";"732";"73";"Research and experimental development on social sciences and humanities (SSH)"
"397593";"4";"7320";"732";"Research and experimental development on social sciences and humanities (SSH)"
"397594";"2";"74";"K";"Other business activities"
"397595";"3";"741";"74";"Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consultancy"
"397596";"4";"7411";"741";"Legal activities"
"397597";"4";"7412";"741";"Accounting, book-keeping and auditing activities; tax consultancy"
"397598";"4";"7413";"741";"Market research and public opinion polling"
"397599";"4";"7414";"741";"Business and management consultancy activities"
"397600";"3";"742";"74";"Architectural, engineering and other technical activities"
"397601";"4";"7421";"742";"Architectural and engineering activities and related technical consultancy"
"397602";"4";"7422";"742";"Technical testing and analysis"
"397603";"3";"743";"74";"Advertising"
"397604";"4";"7430";"743";"Advertising"
"397605";"3";"749";"74";"Business activities n.e.c."
"397606";"4";"7491";"749";"Labour recruitment and provision of personnel"
"397607";"4";"7492";"749";"Investigation and security activities"
"397608";"4";"7493";"749";"Building-cleaning activities"
"397609";"4";"7494";"749";"Photographic activities"
"397610";"4";"7495";"749";"Packaging activities"
"397611";"4";"7499";"749";"Other business activities n.e.c."
"397612";"1";"L";;"Public administration and defence; compulsory social security"
"397613";"2";"75";"L";"Public administration and defence; compulsory social security"
"397614";"3";"751";"75";"Administration of the State and the economic and social policy of the community"
"397615";"4";"7511";"751";"General (Over-all) public service activities"
"397616";"4";"7512";"751";"Regulation of the activities of agencies that provide health care, education, cultural services and other social services excluding social security"
"397617";"4";"7513";"751";"Regulation of and contribution to more efficient operation of business"
"397618";"4";"7514";"751";"Ancillary service activities for the government as a whole"
"397619";"3";"752";"75";"Provision of services to the community as a whole"
"397620";"4";"7521";"752";"Foreign affairs"
"397621";"4";"7522";"752";"Defence activities"
"397622";"4";"7523";"752";"Public order and safety activities"
"397623";"3";"753";"75";"Compulsory social security activities"
"397624";"4";"7530";"753";"Compulsory social security activities"
"397625";"1";"M";;"Education"
"397626";"2";"80";"M";"Education"
"397627";"3";"801";"80";"Primary education"
"397628";"4";"8010";"801";"Primary education"
"397629";"3";"802";"80";"Secondary education"
"397630";"4";"8021";"802";"General secondary education"
"397631";"4";"8022";"802";"Technical and vocational secondary education"
"397632";"3";"803";"80";"Higher education"
"397633";"4";"8030";"803";"Higher education"
"397634";"3";"809";"80";"Adult and other education"
"397635";"4";"8090";"809";"Adult and other education"
"397636";"1";"N";;"Health and social work"
"397637";"2";"85";"N";"Health and social work"
"397638";"3";"851";"85";"Human health activities"
"397639";"4";"8511";"851";"Hospital activities"
"397640";"4";"8512";"851";"Medical and dental practice activities"
"397641";"4";"8519";"851";"Other human health activities"
"397642";"3";"852";"85";"Veterinary activities"
"397643";"4";"8520";"852";"Veterinary activities"
"397644";"3";"853";"85";"Social work activities"
"397645";"4";"8531";"853";"Social work with accommodation"
"397646";"4";"8532";"853";"Social work without accommodation"
"397647";"1";"O";;"Other community, social and personal service activities"
"397648";"2";"90";"O";"Sewage and refuse disposal, sanitation and similar activities"
"397649";"3";"900";"90";"Sewage and refuse disposal, sanitation and similar activities"
"397650";"4";"9000";"900";"Sewage and refuse disposal, sanitation and similar activities"
"397651";"2";"91";"O";"Activities of membership organizations n.e.c."
"397652";"3";"911";"91";"Activities of business, employers and professional organizations"
"397653";"4";"9111";"911";"Activities of business and employers organizations"
"397654";"4";"9112";"911";"Activities of professional organizations"
"397655";"3";"912";"91";"Activities of trade unions"
"397656";"4";"9120";"912";"Activities of trade unions"
"397657";"3";"919";"91";"Activities of other membership organizations"
"397658";"4";"9191";"919";"Activities of religious organizations"
"397659";"4";"9192";"919";"Activities of political organizations"
"397660";"4";"9199";"919";"Activities of other membership organizations n.e.c."
"397661";"2";"92";"O";"Recreational, cultural and sporting activities"
"397662";"3";"921";"92";"Motion picture, radio, television and other entertainment activities"
"397663";"4";"9211";"921";"Motion picture and video production and distribution"
"397664";"4";"9212";"921";"Motion picture projection"
"397665";"4";"9213";"921";"Radio and television activities"
"397666";"4";"9214";"921";"Dramatic arts, music and other arts activities"
"397667";"4";"9219";"921";"Other entertainment activities n.e.c."
"397668";"3";"922";"92";"News agency activities"
"397669";"4";"9220";"922";"News agency activities"
"397670";"3";"923";"92";"Library, archives, museums and other cultural activities"
"397671";"4";"9231";"923";"Library and archives activities"
"397672";"4";"9232";"923";"Museums activities and preservation of historical sites and buildings"
"397673";"4";"9233";"923";"Botanical and zoological gardens and nature reserves activities"
"397674";"3";"924";"92";"Sporting and other recreational activities"
"397675";"4";"9241";"924";"Sporting activities"
"397676";"4";"9249";"924";"Other recreational activities"
"397677";"2";"93";"O";"Other service activities"
"397678";"3";"930";"93";"Other service activities"
"397679";"4";"9301";"930";"Washing, and (dry-) cleaning of textile and fur products"
"397680";"4";"9302";"930";"Hairdressing and other beauty treatment"
"397681";"4";"9303";"930";"Funeral and related activities"
"397682";"4";"9309";"930";"Other service activities n.e.c."
"397683";"1";"P";;"Private households with employed persons"
"397684";"2";"95";"P";"Private households with employed persons"
"397685";"3";"950";"95";"Private households with employed persons"
"397686";"4";"9500";"950";"Private households with employed persons"
"397687";"1";"Q";;"Extra-territorial organizations and bodies"
"397688";"2";"99";"Q";"Extra-territorial organizations and bodies"
"397689";"3";"990";"99";"Extra-territorial organizations and bodies"
"397690";"4";"9900";"990";"Extra-territorial organizations and bodies"
